"root"	"kanji"	"gloss"
"pump"	"泵"	"［他］（ポンプで）吸い上げる,くみ上げる;（ポンプで）送り込む,入れる ／ 【PIV】Ago de tiu, kiu pumpas: stacio de"
"putr"	"腐"	"腐った ／ ［自］腐敗する,腐る;《転》退廃する ／ 腐敗,=putrado"
"seps"	"腐"	"【医】無菌法の,無菌の ／ ［他］【医】無菌処置する ／ 【医】無菌法,防腐法 ／ 【医】腐敗性の,敗血の"
"sapr"	"腐"	"【生態】【PIV】Neviva, organika materio."
"dren"	"排"	"［他］（暗渠で）排水する;【機】（水を）抜く,排液する;【医】排膿する"
"kotlet"	"排"	"【料】ビーフカツレツ ／ 【料】カツレツ（子牛、豚、羊などの胸肉を焼いたもの） ／ 【料】豚カツ,ポークカツレツ ／ 【料】豚カツ,ポークカツレツ"
"enket"	"查"	"［自］アンケートをとる,調査する;取調べる ／ 調査,アンケート;取調べ,査問,>>esploro ／ 司法の捜査 ／ 警察の捜査"
"etap"	"段"	"（軍隊の）宿営地,（周回競技の）休憩地;（一日の）行程,（一回の）走行区間;"
"epizod"	"段"	"挿話的な,付随的な ／ 付随的な出来事 ／ 【文】エピソード,挿話;挿話的な出来事,逸話"
"etik"	"伦"	"倫理学の;倫理的な ／ 倫理学;倫理"
"kont"	"账"	"銀行口座 ／ 架空口座 ／ 【商】勘定口座,貸借勘定;【情】アカウント ／ 【商】当座勘定,当座預金口座"
"faktur"	"账"	"［他］【商】仕切状を作成する;請求する ／ 【商】仕切状,送り状,請求書"
"fantom"	"幽"	"幽霊の,まぼろしのような ／ 幽霊会社 ／ 幽霊のように ／ ［自］幽霊に出る,化けて出る;幽霊のように現れる"
"fekund"	"肥"	"繁殖力のある,多産な;《転》実り多い,肥沃（ひよく）な ／ 多産な雌羊 ／ 肥沃な土地 ／ 多作な作家"
"koks"	"股"	"【解】股関節（こかんせつ） ／ 【解】腰（左または右に張り出した部分）,>>lumbo,>>talio ／ 【PIV】Rilata, apartenanta al kokso: kok"
"akci"	"股"	"株式の ／ 【経】株式会社 ／ =akciulo（株主） ／ 【経】株式,株券"
"femur"	"股"	"【解】大腿二頭筋 ／ ふともも;【解】大腿（だいたい） ／ 【PIV】Rilata al la femuro: femura arter"
"fiask"	"败"	"［自］大失敗する,完全にしくじる ／ 大失敗,大しくじり"
"defet"	"败"	"【PIV】(ntr (netransitiva)) Kredi sin au"
"filtr"	"滤"	"［他］こす,ろ過する;【写】フィルターにかける ／ 【PIV】Rilata al filtrado: filtra eco de"
"versi"	"版"	"（映画・書籍などの）英語版 ／ （映画・書籍などの）中国語版 ／ （映画・書籍などの）フランス語版 ／ （縮約版に対して）完全版"
"format"	"版"	"【印】（本や紙の）判 ／ 【PIV】(evi (evitinda)) = prepari 5. ／ 【印】（本や紙の）判"
"forum"	"坛"	"フォーラム（公開討論の場）;【史】フォーラム（古代ローマの公共広場）"
"altar"	"坛"	"祭壇 ／ 【天】さいだん（祭壇）座"
"lice"	"校"	"（フランスの）リセの校長 ／ リセーの生徒 ／ リセ（フランスの後期中等教育学校） ／ 【史】リュケイオン（アリストテレスの開いた学園）"
"ĉif"	"皱"	"［他］しわくちゃにする"
"grimac"	"皱"	"［自］顔をしかめる ／ しかめつら,渋面"
"falt"	"皱"	"［他］（皮膚に）しわを寄せる ／ （皮膚の）しわ"
"krisp"	"皱"	"ひだのある,縮れた,しわの寄った ／ 【植】チリメンキャベツ,=sabeliko ／ 【植】キクヂシャ,エンダイブ,=endivio ／ 【服】丸ひだえり,ひだ飾り"
"monstr"	"怪"	"怪物の,奇怪な,醜悪な,恐るべき ／ 奇怪に,恐ろしく ／ 怪物,化け物,怪獣;《転》残忍な人,極悪人,人非人"
"amator"	"好"	"アマチュアの ／ アマチュア写真家 ／ アマチュア無線 ／ アマチュア演劇"
"hobi"	"好"	"趣味,=s^atokupo"
"humur"	"谐"	"ユーモラスな,こっけい味のある ／ ユーモア（感覚）,こっけい,おかしみ,諧謔（かいぎゃく）,>>s^erco, ／ ブラックユーモア"
"harmon"	"谐"	"【理】二倍振動 ／ 【数】調和平均 ／ 【理】調和振動子 ／ 【数】調和数列,=harmona vico"
"skerc"	"谐"	"軽快に ／ 【楽】スケルツォ,諧謔（かいぎゃく）曲"
"impon"	"威"	"印象深い,堂々とした,威厳のある ／ 堂々とした建物 ／ 荘厳な遺跡 ／ 大作,傑作"
"ŝalt"	"开"	"［他］スイッチを入れる,=s^alti ／ ［他］スイッチを入れる ／ コンピュータのスイッチを入れる ／ 明かりをつける"
"apert"	"开"	"開いている;出入り自由な ／ ［自］開いている,>>malfermi ／ 【PIV】En aperta maniero: aperte paroli "
"indeks"	"索"	"索引の ／ 索引ページ ／ ［他］索引を付ける ／ 索引;【キ】（カトリックの）禁書目録"
"rig"	"索"	"［他］【海】（帆船を）艤装（ぎそう）する,索具を装備する,>>s^nurar ／ 【海】（帆船の）艤装（ぎそう）,>>ekipo ／ 【地名】リガ（ラトビアの首都）"
"staj"	"索"	"【海】支索,ステー（マストを支える張り綱）,>>s^nurego"
"funikl"	"索"	"【植】珠柄;【解】帯（たい）,索,束 ／ 【解】臍帯,へその緒"
"indic"	"征"	"【電】減衰指数,減衰定数 ／ （十進分類法による）図書分類番号 ／ 【解】頭長幅指数 ／ 【電】位相指数,位相定数"
"intens"	"烈"	"強烈な,激しい,強度の;集中的な,集約的な,徹底的な ／ 深い哀惜の念 ／ 【環】集約的畜産 ／ 集中講座"
"retro"	"逆"	"もとの方へ,後ろへ"
"spit"	"逆"	"=spitema（反抗的な） ／ にもかかわらず,逆らって ／ ［他］ものともしない,逆らう,たてつく"
"invers"	"逆"	"逆の,反対の ／ 【数】逆関数 ／ 【数】反比例 ／ 【理】逆方向"
"jakt"	"艇"	"【海】ヨット"
"ŝpruc"	"喷"	"［自］噴き出る,わき出る,ほとばしる;《転》不意に現れる,躍り出る ／ 【PIV】Tia, ke g^i s^prucas: s^pruca fon ／ 【PIV】Ag(ad)o de io, kio s^prucas: admi"
"jet"	"喷"	"【空】ジェット機,>>reaktoro"
"tern"	"喷"	"［自］くしゃみをする,>>tusi ／ くしゃみ"
"erupci"	"喷"	"［自］噴出する,噴火する;【病】発疹（はっしん）ができる ／ 噴火,噴出;【病】発疹（はっしん）,吹き出物,できもの ／ 【PIV】De erupcio: erupciaj rokoj; erupc"
"alaŭd"	"雀"	"【鳥】ヒバリ（雲雀）"
"paser"	"雀"	"【鳥】スズメ（雀）（属）"
"kanari"	"雀"	"【鳥】カナリア（種） ／ 【地名】カナリア諸島（アフリカ大陸北西岸）"
"pirol"	"雀"	"【鳥】ウソ（鷽） ／ 【植】イチヤクソウ（一薬草）（属）"
"kancer"	"癌"	"がん細胞 ／ 【病】がん（癌）,>>tumoro;【植】腫瘍（しゅよう）;【動】イチョウガ ／ 【病】前立腺がん（癌） ／ 【病】胃がん（癌）"
"team"	"队"	"【運】ホームチーム ／ ４人からなるチーム ／ チームの,団体の ／ チーム精神,団体精神"
"rot"	"队"	"【軍】中隊;一隊,一群 ／ 【PIV】La 17a grafemo de la greka alfabe"
"band"	"队"	"楽隊,バンド;一味,徒党"
"skadr"	"队"	"【軍】騎兵中隊"
"karbon"	"碳"	"【化】無定形炭素 ／ 【環】炭素循環;【天】炭素サイクル ／ 【環】炭素の循環,=karbona ciklo ／ 【化】二酸化炭素"
"karbur"	"碳"	"［他］（内燃機関の燃料を）気化する;【化】（金属を）浸炭処理する"
"karcer"	"牢"	"独房;監房,牢（ろう）;留置場;監獄,刑務所;【軍】営倉"
"karier"	"涯"	"外交官の道,外交官の職 ／ （一生涯のものとしての）職業,道;経歴,生涯"
"plag"	"灾"	"［他］（神が）天罰を下す;《転》荒廃させる ／ （神の下した広範囲の）災い,天罰;《転》（国全体をおそう）大災害,災厄"
"kaŭr"	"蹲"	"うずくまって,身を縮めて ／ ［自］うずくまっている;身を縮めている"
"klaĉ"	"谣"	"［自］悪口をいいふらす,陰口をきく,悪いうわさ話をする ／ 悪口,陰口,ゴシップ"
"klav"	"键"	"【情】エンターキー ／ 【情】削除キー,デリートキー ／ ［他］打鍵する ／ （プッシュホンなどで）ダイヤルする,>>diski"
"kod"	"码"	"【法】民法典 ／ 【生】遺伝暗号,遺伝コード ／ ［他］【情】符号化する,エンコードする;（電文を）暗号化する ／ 【法】法典;（電信などの）符号,暗号;【情】符号,コード"
"jard"	"码"	"【単】ヤード（＝91.44cm）;【海】ヤード,帆桁（ほげた）,=velst"
"kolbas"	"肠"	"【料】ソーセージ,>>s^inko;【建】（火薬を詰めた）導火嚢（どうかのう"
"intest"	"肠"	"【解】大腸 ／ 腸の ／ 腸洗浄 ／ 【病】腸炎,=enterito"
"enter"	"肠"	"【医】【PIV】Intesto (en kunmetaj^oj): ente"
"koloni"	"殖"	"植民地の,植民の ／ 植民地時代 ／ 【政】（国際連盟下の）委任統治 ／ 植民地戦争"
"ve"	"哀"	"［間］（強い悲しみ）なんとまあ！ ／ ［間］ああ！（悲哀・嘆き・失望） ／ ［間］〜に災いあれ！,くたばれ！ ／ ［自］嘆き声をあげる"
"lament"	"哀"	"嘆きの,悲嘆の ／ ［自］悲嘆にくれる,嘆き悲しむ ／ 嘆き,悲嘆 ／ （la 〜）【地名】嘆きの壁（エルサレム市内にある遺跡）"
"impuls"	"冲"	"衝撃を与える,推進的な ／ ［他］衝撃を与える,推進する ／ （物理的）衝撃,推進力;【理】力積;【電】インパルス;（心理的）衝動 ／ 【生】神経衝撃,神経インパルス"
"elan"	"冲"	"【PIV】Movo, per kiu la korpo svingas si ／ 【PIV】(ntr (netransitiva)) Fari elanon."
"spurt"	"冲"	"【PIV】Dum sportaj konkursoj, mallongdau ／ 【PIV】(ntr (netransitiva)) Fari spurton"
"sprint"	"冲"	"【PIV】Sporta rapidkuro g^is la distanco ／ 【PIV】(ntr (netransitiva)) Fari sprinto"
"kombin"	"合"	"［他］組み合わせる,結合する;組み立てる,案配する;【化】化合させる ／ 組み合せ,結合,配合,=kombinado,=kombinaj^o;【化】化"
"kluc^"	"合"	"［他］【機】クラッチを入れる ／ 【機】クラッチ接続"
"sintez"	"合"	"総合の,統合の;合成の ／ 合成繊維 ／ 合成ゴム ／ 【化】合成樹脂"
"kongru"	"合"	"合致する;【数】合同の;【情】互換の,互換性のある ／ 合同な三角形 ／ （〜aj 〜oj）互換コンピューター ／ ［自］一致する,適合する;【数】合同である;【情】互換性がある"
"konk"	"贝"	"カタツムリの殻 ／ 【動】貝殻,（カタツムリの）殻;《転》貝殻形のもの;【解】甲介 ／ 巻き貝（の殻）"
"asist"	"辅"	"補佐の ／ （米国などの）助教授 ／ ［他］補佐する"
