"root"	"kanji"	"gloss"
"hast"	"匆"	"大急ぎの;拙速の ／ ひどく急いで;拙速に ／ ［自］大いに急ぐ,せく,あわててする,>>rapidi,>>urg^ig^i ／ 大急ぎ,はやる気持"
"barbar"	"蛮"	"未開の ／ 未開人,野蛮人 ／ 【PIV】Virina nomo."
"kript"	"墓窖"	"地下墓室の ／ 黙契の,秘密の;=c^ifrita ／ （教会の）地下墓室;【解】陰窩（いんか）"
"kulot"	"短裤"	"【服】半ズボン;【史】キュロット（ぴったりした膝丈の半ズボン）"
"s^ort"	"短裤"	"【服】【PIV】Mallonga kuloto, plejofte el t"
"kvit"	"偿"	"【商】（負債から）免れた,借金のなくなった;（義務などから）免除された ／ 【PIV】1 En kvita maniero: inter ni kvit"
"atenu"	"衰"	"【電】減衰指数,減衰定数 ／ 【理】減衰距離 ／ ［他］【理】（距離とともに）減衰させる,>>amortizi ／ 【理】減衰"
"pirat"	"海盗"	"海賊の ／ 海賊版 ／ ［自］海賊を働く,>>kaperi ／ 海賊,>>korsaro;《転》略奪者,盗作者,著作権侵害者,>>plagi"
"sifon"	"虹吸"	"サイフォンの ／ ［他］サイフォンで吸い上げる ／ 【理】サイフォン,吸い上げ管;=sifonbotelo（サイフォンびん）"
"hamstr"	"仓鼠"	"【動】ヨーロッパハムスター ／ ［他］（大量に）ため込む,買いだめする ／ 【動】ハムスター,キヌゲネズミ ／ 【動】タビキヌゲネズミ,アルメニアンハムスター"
"glace"	"泽"	"光沢のある,つや出しした,>>polurita ／ つや革の手袋 ／ 光沢紙 ／ 光沢,つや,>>poluro;【美】グラッシ,上塗り"
"kil"	"龙骨"	"【海】ビルジキール,湾曲部竜骨 ／ 【海】キール,竜骨"
"karen"	"龙骨"	"竜骨形の ／ ［他］【海】（船体を傾けて）船底を手入れする ／ 【海】喫水部,船底;【解】竜骨突起;【植】（マメ科植物の）竜骨弁,舟弁 ／ 【天】りゅうこつ（竜骨）座"
"bu"	"浮"	"［他］【海】浮標を設置する ／ 【海】ブイ,浮標"
"pelag"	"浮"	"【生態】【PIV】Vivularo de la akvomaso de ma ／ 【PIV】Rilata al pelago: pelaga fau^no, "
"morus"	"桑"	"【果】桑（くわ）の実;【植】=morusarbo"
"fondus"	"基金"	"【Ｅ】購読支援基金 ／ 【経】減債基金 ／ 【経】基金,財団,=fondaj^o ／ （la 〜）国際通貨基金（IMF）"
"sukur"	"急救"	"【医】【PIV】(tr (transitiva)) Doni la unua"
"kurt"	"短"	"《詩》=mallonga（短い） ／ 【電】短絡回路,ショート,=fus^kontakto"
"efemer"	"短"	"はかない,束の間の,一日限りの ／ 《般》【虫】カゲロウ（蜉蝣）;【虫】モンカゲロウ（属）"
"stres"	"压力"	"【生】【心】【PIV】1 Akuta fiziologia k psikol ／ 【PIV】Rilata al streso: stresa aganto. ／ 【PIV】Esti en stato de streso."
"duk"	"公爵"	"公爵,>>markizo,>>princo"
"zodiak"	"黄道"	"黄道十二宮 ／ 黄道帯の ／ 黄道十二宮 ／ 【天】黄道光"
"deprim"	"沮丧"	"意気消沈させる ／ ［他］意気消沈させる,落ち込ませる>>senkurag^igi,>>malv ／ 意気消沈,憂鬱（ゆううつ）,鬱（うつ）状態,>>spleno;【医】鬱病（う"
"uzur"	"高利"	"高利の ／ 高利で,>>procentege ／ ［自］高利貸をする,暴利をむさぼる ／ （不当な）高利,暴利,>>procentego;高利貸（すること）"
"agav"	"龙舌兰"	"リュウゼツランの ／ 【植】リュウゼツラン（竜舌蘭）（属）,アガベ"
"hoke"	"曲棍球"	"【運】ホッケー"
"lagun"	"泻湖湖"	"【地理】潟（かた）,潟湖（せきこ）;（環礁で囲まれた）礁湖"
"rezid"	"驻"	"【情】常駐の ／ 【情】常駐プログラム ／ 【PIV】(ntr (netransitiva)) 1 Konstante "
"rival"	"敌"	"［自］張り合う,競争する,対抗する ／ ライバル,競争相手,好敵手,>>konkuranto"
"advers"	"敌"	"=kontrau^aga（敵対している）"
"ezofag"	"食管"	"【解】食道 ／ 【PIV】Rilata al ezofago."
"kusp"	"倒"	"毛並みに逆らって,逆に ／ ［他］（毛を）逆立てる,（端を）折り返す,（袖を）まくり上げる ／ 【数】尖点;【建】いばら,カスプ"
"fuze"	"引信"	"【軍】着発信管,撃発信管,=perkuta fuzeo ／ 【軍】時限信管 ／ 【軍】（砲弾の）信管 ／ 【軍】着発信管,撃発信管,=frapa fuzeo"
"defi"	"挑战"	"［他］挑戦する,いどむ;公然と反抗する,平然と無視する,ものともしない ／ チャンピオンに挑戦する ／ 挑戦,チャレンジ;（乗り越えるべき）難題,試練"
"fuz"	"信管"	"【軍】時限信管 ／ ［自］【化】（火薬が）爆発せずに燃焼する"
"klostr"	"修院"	"修道院の静けさ ／ 【建】（修道院の中庭を囲む屋根付きの）回廊;【キ】修道院 ／ 【PIV】Rilata al klostro, precipe 2: klo"
"aksel"	"腋"	"【解】腋（わき）の下;【植】葉腋（ようえき） ／ 【PIV】Trovig^anta en la akselo: aksela "
"kast"	"种姓"	"（インドの）カースト;《転》世襲的社会階級,身分 ／ 【PIV】Rilata al kasto: kastaj antau^jug"
"erekt"	"勃"	"【医】勃起した ／ ［他］【医】勃起させる"
"glis"	"滑翔"	"［自］【空】滑空する"
"halter"	"哑铃"	"［自］【運】ダンベル体操をする;重量挙げをする ／ 【運】亜鈴（あれい）,ダンベル,バーベル;【虫】平均棍（こん）"
"sepult"	"葬"	"［他］葬る,埋葬する,>>entombigi ／ 埋葬,葬送,葬儀"
"tenor"	"男高音"	"テノールの ／ 【楽】テナーサックス ／ 【楽】テノール,テナー;=tenorulo（テノール歌手）"
"sabr"	"刀"	"［他］サーベルで切る,切りつける ／ サーベル,軍刀"
"amplif"	"扩"	"［他］【理】=amplifiki（増幅する） ／ 【PIV】Pliigo de la (alterna) tensio au^ ／ 【PIV】Rilata al amplifo: amplifa stacio"
"leksik"	"词汇"	"【語】【PIV】Tuto de la leksemoj de lingvo."
"malari"	"疟"	"マラリア熱 ／ 《般》【虫】マラリア蚊,=anofelo ／ 【病】マラリア"
"rit"	"仪"	"（宗教的）儀式の,典礼の ／ 【宗】祭式,典礼;儀式"
"kontuz"	"挫伤"	"［他］打撲傷を与える ／ 挫傷（ざしょう）,打撲傷（だぼくしょう）,打ち身"
"diakon"	"助祭"	"【キ】（カトリックの）助祭;（プロテスタントの）執事"
"futur"	"未"	"【Ｇ】未来（時制）,=os-tempo;《詩》=estonteco（未来）"
"anarki"	"无政府"	"無政府の,無政府状態の ／ 無政府,無政府状態"
"j^ongl"	"耍"	"［自］（物を空中に投げる）曲芸をする;手品をする;《転》巧みに扱う"
"rar"	"稀"	"まれな,希少な,珍しい,=malofta ／ 【環】希少種 ／ まれに,=malofte"
"dilu"	"稀"	"［他］【化】希釈する;薄める,=malkoncentri ／ 【化】希釈 ／ 【PIV】Solvaj^o malkoncentrita."
"pans"	"敷"	"［他］【医】（傷の）手当てをする,処置する"
"foment"	"敷"	"温湿布 ／ ［他］【医】温湿布する,（患部を）暖める ／ 温湿布治療"
"krank"	"曲柄"	"【機】クランク"
"h^oler"	"霍乱"	"【病】コレラ ／ 【PIV】Rilata al h^olero."
"ci"	"尔"	"［代］おまえ（二人称親称，使用は希） ／ おまえの ／ おまえを"
"fav"	"黄癣"	"黄癬の ／ 【病】黄癬（おうせん）;=tinio（頭部皮疹）"
"rektum"	"直肠"	"【解】直腸 ／ 【PIV】Rilata al rektumo."
"svarm"	"拥"	"［自］うようよしている,群がっている,ひしめき合う,雲集する ／ 群衆,人込み;大群,群れ"
"meduz"	"水母"	"【動】クラゲ（海月・水母） ／ 【神】メドゥーサ（ギリシア神話の怪物、頭髪が蛇）"
"zom"	"变焦"	"【写】光学ズーム ／ ［自］【空】急上昇する;【映】ズームする ／ 【空】急上昇;【映】ズーム;【写】ズームレンズ"
"tars"	"足根"	"【解】足根骨;【虫】ふ節 ／ 【地名】タルスス（トルコ）"
"latir"	"香豌豆"	"【植】スイートピー（種） ／ 【植】スイートピー（種） ／ 【植】グラスピー（種）,ガラスマメ ／ 【植】レンリソウ（属）"
"kongel"	"冻"	"【PIV】(tr (transitiva)) Fridigi produkt"
"ekzil"	"逐"	"［他］祖国から追放する,>>proskribi,>>elpeli ／ 国外追放,流刑,>>deporto"
"sopran"	"女高音"	"ソプラノの ／ 【楽】ソプラノ（最高音域）;ソプラノ楽器"
"kamfor"	"樟"	"【化】ショウノウ（樟脳） ／ 【PIV】Enhavanta kamforon, au^ rilata al"
"magm"	"岩浆"	"【地質】マグマの;火成の ／ 【地質】火成岩 ／ 【地質】マグマ"
"fleksi"	"屈"	"【語】屈折の;屈折した,（語尾の）変化した ／ 【語】屈折語 ／ 【語】屈折;【Ｇ】語尾変化 ／ 【PIV】(tr (transitiva)) Modifi (vorton)"
"fosili"	"化石"	"化石の ／ 【環】化石燃料 ／ 【地質】化石"
"obtuz"	"钝"	"（音・痛みなどが）鈍い,はっきりしない;【数】鈍角の ／ 鈍痛 ／ 内にこもった声"
"glim"	"云母"	"【鉱】白雲母（はくうんも） ／ ［自］（雲母のように）きらきら光る ／ 【鉱】雲母（うんも） ／ 【鉱】黒雲母（こくうんも）"
"evaku"	"疏散"	"強制疎開 ／ ［他］【軍】撤退する,撤兵する;立ち退かせる,引き揚げさせる ／ 【軍】撤退,撤収,撤兵;退去,疎開"
"step"	"草原"	"【地理】ステップ（大草原）"
"preri"	"草原"	"【地名】プレーリー（北米大陸中部の大草原） ／ 【地理】【PIV】C^iu el la vastaj ebenaj^oj d"
"trust"	"垄断"	"［他］【経】トラストで独占する ／ 【経】トラスト（企業合同）,>>kartelo"
"narcis"	"水仙"	"【植】スイセン（水仙）（属） ／ 【神】ナルキッソス（ギリシア神話の美青年）"
"abat"	"院长"	"【キ】修道院長,大修道院長,>>prioro"
"prior"	"院长"	"【キ】小修道院長;（大修道院の）副院長,>>abato"
"ftiz"	"结核"	"【病】肺結核,>>tuberkulozo"
"timpan"	"鼓膜"	"【解】鼓膜 ／ 【解】鼓室,中耳;【建】ティンパヌム,三角小間;【楽】=timbalo（ティ ／ 【解】【PIV】Rilata al timpano: timpana mem"
"miring"	"鼓膜"	"【解】【PIV】Timpana membrano (membrana tym"
"mortez"	"卯眼"	"［他］【建】ほぞ穴をくる ／ 【建】【機】ほぞ穴,>>tenono"
"stak"	"垛"	"いなむら（稲叢）;（物を積んだ）山;【情】スタック"
"krenel"	"垛"	"銃眼のついた;【植】（葉の縁が）鈍鋸歯状の ／ （城壁に）銃眼をつける ／ 【建】銃眼（胸壁の凹部）"
"metan"	"沼气"	"【化】メタンハイドレート ／ 【化】メタン"
"cedrat"	"香柑"	"【果】シトロン,ブシュカン（仏手柑）"
"nap"	"油菜"	"【農】カブ,カブラ（蕪）,=rapo;【植】セイヨウアブラナ（種）"
"kolz"	"油菜"	"アブラナの花;《般》菜の花 ／ 【植】（セイヨウ）アブラナ,=oleonapo;《般》菜の花"
"anemi"	"贫血"	"貧血の,貧血症の,=sangomanka ／ 【病】貧血,貧血症,=sangomanko ／ 【PIV】(tr (transitiva)) Malsanigi per a"
"ostr"	"蚌"	"《般》カキ（牡蠣）;【貝】イタボガキ（板甫牡蠣）（属）"
"mitul"	"蚌"	"【貝】イガイ（貽貝）（属）,ムール貝"
"lant"	"缓"	"《詩》=malrapida（ゆっくりした） ／ 《詩》=malrapide（ゆっくりと） ／ 【PIV】(ntr (netransitiva)) Pasigi multa ／ 【PIV】Ps. de Eu^geno Adam (1879−1947), "
"rilaks"	"缓"	"【理】緩和,=relaso ／ 【PIV】Rilata al rilakso: rilaksa tempo  ／ 【医】【PIV】(tr (transitiva)) Praktiki ril"
"remit"	"缓"	"【医】【PIV】Portempa malfortig^o de la sim ／ 【PIV】Prezentanta remitojn: remita febr"
"faring"	"咽"	"【解】咽頭（いんとう） ／ 【PIV】Rilata al la faringo: faringaj mu"
"amfibi"	"两栖"	"両生類の;水陸両用の ／ 【空】水陸両用機 ／ 【軍】水陸両用戦車 ／ 水陸両用車両"
"kvarc"	"石英"	"石英の,水晶の,クオーツの ／ 水晶時計,クオーツ時計 ／ 水晶;水晶振動子（クオーツ） ／ 水晶振動子（クオーツ）"
"bran"	"糠"	"【農】ふすま,ぬか（糠）"
"talp"	"地鼠"	"モグラの;モグラのような ／ 【動】モグラ（土竜）（科の総称）;《転》暗闇で黙々と仕事をする人"
"kobold"	"精灵"	"コボルト（いたずら好きの小さな妖精）;《転》いたずらっ子"
"angor"	"忧"	"苦悶の,不安にかられた ／ （激しい）不安にかられて,苦悶して ／ ［自］苦悶する ／ （胸を締めつけるような）不安,苦悶（くもん）"
"grafit"	"石墨"	"【鉱】黒鉛,石墨 ／ 【PIV】Lubriki per grafito. Vd olei, gra"
"drag"	"挖泥"	"［他］浚渫（しゅんせつ）する ／ 浚渫（しゅんせつ）"
"ume"	"梅"	"【料】梅干 ／ 【果】ウメ（梅）の実;【植】ウメ（梅）,=umearbo"
"kuri"	"廷"	"【史】クリア（古代ローマの社会組織の一単位／クリア集会所／元老院議場）;【カ ／ 【理】キュリー（放射能の単位，Ci） ／ 【人名】キュリー（フランスの物理学者夫妻，ピエール1859-1906，マリー"
"pluk"	"摘"	"［他］（花や実を）摘む,摘みとる,>>des^iri;つまみ上げる;【楽】（ ／ （花や実の）摘み取り"
"enukle"	"摘"	"［他］【医】（腫瘍・眼球などを）摘出する"
"makler"	"介"	"［自］【商】仲買業をする ／ 仲買,仲買業"
"galer"	"桨船"	"【史】ガレー船;《転》苦役"
"asembl"	"汇编"	"【情】アセンブラ言語 ／ 【情】【PIV】(tr (transitiva)) Traduki al m"
"karo"	"方块"	"【遊】ダイヤのエース ／ 【遊】（トランプの）ダイヤ ／ 【遊】（トランプで）ダイヤの札を出す"
"espart"	"茅"	"【植】【PIV】Komuna nomo de diversaj herboj ／ 【PIV】Plekti esparton."
"pron"	"俯"	"【PIV】(tr (transitiva)) Turni la antau^ ／ 【PIV】Tia movo de la antau^brako, k la "
"peg"	"啄木"	"【鳥】キツツキ（啄木鳥）（科の総称）;アオゲラ（緑啄木鳥）（属）"
"kogn"	"识"	"【哲】【PIV】(tr (transitiva)) Rekoni, perc ／ 【PIV】Fenomeno au^ ago, per kiu oni per ／ 【PIV】Rilata al kogno: la kognaj proble"
"moks"	"艾"	"【医】つぼ ／ 【医】灸（きゅう）;もぐさ（sekigita artemizio）"
"falang"	"阵"	"【軍】（古代ギリシアの）密集方陣,ファランクス;【解】指節骨（しせっこつ） ／ 【史】【PIV】Fas^isma hispana movado, fondi"
"sokl"	"墩"	"【建】（円柱・彫像などの）台座,台石（比較的平たい）,>>piedestal"
"grif"	"狮鹰"	"【神】グリュプス,グリフォン（頭と翼が鷲で胴体がライオンである怪獣）;【鳥】"
"stomp"	"晕染"	"［他］擦筆でぼかす;ぼかす ／ 【PIV】Cilindro el volvita sorbopapero a"
"mec^"	"芯"	"灯心,（ろうそくなどの）芯;火縄;導火線;【医】（排膿用の）ガーゼ芯"
"invad"	"侵"	"［他］侵入する,侵略する;押し寄せる,殺到する ／ 侵入,侵略,侵攻;殺到 ／ イナゴの襲来"
"prunel"	"野李"	"【果】スピノサスモモの実"
"border"	"缘"	"［他］縁取る ／ 縁取;【服】縁飾り"
"afin"	"缘"	"【PIV】1 Prezentanta similecojn de struk ／ 【PIV】(ntr (netransitiva)) Esti afina ("
"maniok"	"薯"	"【植】ニガキャッサバ ／ 【植】アマキャッサバ ／ 【植】キャッサバ,マニオク,>>tapioko"
"trole"	"触轮"	"【交】トロリー,触輪"
"stapl"	"囤"	"［他］倉庫に集積する,置場に積む ／ 保管倉庫,貨物置場,=stokejo;【情】キャッシュメモリ,=kas^me"
"akapar"	"囤"	"［他］買占める,=forac^eti;独占する ／ 買い占め,独占"
"top"	"帆楼"	"【海】トップ,檣楼（しょうろう）"
"absint"	"苦艾"	"【料】アブサン（酒） ／ 【植】ニガヨモギ（苦艾）（種）;=absinta likvoro（アブサン）"
"geril"	"游击"	"【軍】ゲリラ隊員 ／ ［自］【軍】ゲリラ戦をする ／ 【軍】ゲリラ戦 ／ 都市ゲリラ"
"saten"	"缎"	"【服】綿繻子（めんしゅす） ／ 【織】サテン,繻子（しゅす） ／ 【PIV】1 Rilata al la sateno. 2 Glata ki"
"damask"	"缎"	"【織】ダマスク織,どんす（緞子） ／ 【地名】ダマスカス（シリアの首都） ／ 【PIV】(tr (transitiva)) Teksi lau^ la p ／ 【PIV】Log^anto en Damasko."
"orgi"	"纵欲"	"乱痴気騒ぎ,酒池肉林の大饗宴;【史】バッカス祭 ／ 【PIV】Rilata al orgio: orgia kulto (de  ／ 【PIV】Plenumi orgion."
"kondr"	"软骨"	"【医】【地質】【PIV】1 Kartilago (en kunmetaj^o"
"timon"	"车杆"	"（牛馬につなぐ）かじ棒,ながえ（轅）"
"anten"	"触角"	"【虫】触角;【通】アンテナ ／ 【通】八木アンテナ ／ 【PIV】Rilata al anteno: antena reto (ar"
"ratif"	"批"	"［他］=ratifiki（批准する） ／ =ratifiko（批准）"
"aline"	"换行"	"［自］【印】改行する ／ 【印】（改行して）字下げになった行;（改行から次の改行までの）段落"
"delt"	"三角洲"	"【地理】三角洲;デルタ（ギリシア文字Δ，δ） ／ 【PIV】Delto 1."
"faks"	"传真"	"［他］ファックスで送る,=telekopii ／ ファックス（送受信物）,=telekopio"
"babord"	"船左"	"【海】左舷当直 ／ 左舷に ／ 【海】左舷,><tribordo ／ 【PIV】S^ipanoj, kiuj apartenas al la ba"
"granat"	"榴"	"【果】ザクロ"
"punik"	"榴"	"【植】【PIV】G. (Genro) (Punica el punikaco ／ 【史】【PIV】Rilata al Kartaganoj: Punikaj "
"kanton"	"州"	"（フランスの）郡;（スイスの）州 ／ 【日】郡（こおり）【私家版】 ／ 【地名】カントン（広東，コワンチョウ(広州)の旧称，中国）"
"frez"	"削"	"［他］【機】フライスで削る"
"dekret"	"颁"	"［他］【政】（政令を）発令する,布告する ／ 【政】（行政責任者の）命令,政令;勅令 ／ 省令 ／ 【政】省令"
"kapok"	"木棉"	"【植】カポック,パンヤ綿（クッション・救命胴衣の詰め物にする）"
"bombak"	"木棉"	"【植】【PIV】G. (Genro) (Bombax el bombakac"
"hum"	"腐土"	"【農】腐植土;《般》庭土"
"larik"	"落松"	"【植】アメリカカラマツ（種） ／ 【植】ヨーロッパカラマツ（種） ／ 【植】カラマツ（種） ／ 【植】カラマツ（属）"
"bemol"	"降"	"【楽】フラット,変記号（♭）,><dieso"
"degrad"	"降"	"［他］（地位を）剥奪（はくだつ）する,免職する;降格させる,><promoc ／ （地位の）剥奪（はくだつ）,免職;降格,降等"
"notari"	"公证"	"公証人の;公証人が作成した ／ 公正証書 ／ 【法】公証人"
"klitor"	"阴蒂"	"【解】陰核,クリトリス ／ 【PIV】Rilata al la klitoro."
"efluv"	"辉"	"【電】グロー放電管 ／ 【電】グロー放電"
"kamera"	"摄"	"【映】（動画撮影用）カメラ,>>fotilo"
"aluvi"	"淤"	"【地理】沖積平野 ／ 沖積地 ／ 【地理】沖積土（ちゅうせきど） ／ 【PIV】Demeti aluviojn."
"koroid"	"脉膜"	"【解】脈絡膜 ／ 【PIV】1 Rilata al koroido. 2 (evi (evit"
"kapel"	"祈堂"	"礼拝堂付き司祭 ／ 【キ】チャペル,礼拝堂;礼拝室"
"arke"	"方舟"	"【聖】（ノアの）箱船 ／ 【数】【PIV】Rilata al arkeo: arkea funkcio ／ 【生】【PIV】Prabakterioj."
"supin"	"仰"	"【PIV】(tr (transitiva)) Turni la antau^ ／ 【PIV】Tiu movo de la antau^brako, k la "
"tenajl"	"钳"	"［他］ペンチではさむ ／ 【機】ペンチ,やっとこ,釘抜き"
"gang"	"脉石"	"【地質】脈石（みゃくせき）,=c^irkau^minaj^o ／ 【地名】ガンジス川（インド） ／ 【PIV】Rilata al Gango: la Ganga delto."
"pep"	"叽"	"［自］（小鳥が）さえずる,ピィピィ鳴く;《転》ペチャクチャしゃべる ／ 【PIV】Ago de iu, kiu pepas: la malforta"
"defil"	"分列"	"［自］【軍】縦列行進する,分列行進する ／ 【軍】縦列行進,=defilado"
"adher"	"附"	"［自］【理】付着する,=algluig^i ／ 【理】【PIV】Forto inter du diversaspecaj s ／ 【PIV】Tia, ke g^i adheras: adhera ruban"
"enkliz"	"附"	"【語】【PIV】Kunfandig^o de morfemo kun la "
"skip"	"班"	"（作業などの）班,チーム"
"skold"	"斥"	"【PIV】(tr (transitiva)) Riproc^e admoni ／ 【PIV】Ago k vortoj de iu, kiu skoldas."
"bivak"	"营"	"［自］野営する,野宿する ／ 【軍】野営,野宿"
"kazern"	"营"	"【軍】兵営,兵舎,=soldatejo"
"galop"	"驰"	"ギャロップで,全速力で ／ ［自］ギャロップで走る,>>ambli,>>troti;《転》大急ぎでする ／ （馬の）駆け足,ギャロップ;【楽】ギャロップ"
"dializ"	"透析"	"［他］【化】透析する ／ 【化】透析"
"avel"	"坚果"	"【果】ハシバミの実,ヘーゼルナッツ"
"ricel"	"窝"	"［他］【法】（盗品などを）隠匿する,故買する,>>kas^i ／ 【PIV】Ago riceli."
"fove"	"窝"	"【解】【PIV】(fovea) Termino por kavetoj: c"
"sodomi"	"肛交"	"［他］肛門性交を行う,=anuse seksumi ／ 肛門性交,男色,=anusa seksumado ／ 【PIV】Praktikanto de sodomio."
"bugr"	"肛交"	"【PIV】(tr (transitiva)) (fm (familiara,"
"halo"	"晕"	"【天】銀河ハロー ／ 【気】（太陽や月の）かさ;【写】ハレーション ／ ［間］（電話で）もしもし！"
"vertig^"	"晕"	"［自］めまいがする,=senti kapturnon ／ 【病】めまい,=kapturno"
"areol"	"晕"	"【解】【医】【PIV】1 Mallarg^a areo c^irkau^ p ／ 【解】【PIV】Rilata al areolo: areolaj glan"
"aj^ur"	"透空"	"【服】透かしの入った;【建】すかし細工の ／ ［他］【服】透かしを入れる ／ 【服】（刺繍・レースの）透かし;【建】すかし細工"
