"root"	"kanji"	"gloss"
"kolomb"	"鸽"	"コロンビア人 ／ 【国名】コロンビア（南アメリカ） ／ 【鳥】ハト（鳩）（ハト科の鳥の総称） ／ 【地名】コロンボ（スリランカの旧首都）"
"turt"	"鸽"	"【鳥】キジバト（雉鳩）（種） ／ 【鳥】コキジバト（小雉鳩）（種）;【鳥】キジバト（雉鳩）（属）"
"livi"	"鸽"	"【鳥】カワラバト（河原鳩）（種）,=rokkolombo ／ 【PIV】Romana familia nomo, i.a. (intera"
"konsum"	"耗"	"［他］（少しずつ）消費する,消耗する;食べ尽くす,（炎が）焼き尽くす;やつれ ／ 心をむしばむ ／ 時間を費やす ／ 消費,消耗"
"nav"	"廊"	"【建】（教会の）側廊 ／ 【建】（教会の）ネーブ,身廊（しんろう）"
"galeri"	"廊"	"回廊,歩廊;画廊,美術品陳列室;収集品;地下道,坑道;【劇】回廊席,天井桟敷"
"korv"	"鸦"	"【鳥】ハシブトガラス（_Corvus macrorhynchos_） ／ 【鳥】カラス（属）（鴉、烏）,>>korako,>>korniko,>>mo ／ 【天】からす座"
"kornik"	"鸦"	"【鳥】ハイイロガラス ／ 【鳥】ハシボソガラス ／ 【鳥】ハシボソガラス"
"krani"	"颅"	"頭蓋の ／ 頭皮 ／ 頭骨,頭蓋骨 ／ 【解】頭蓋,頭蓋骨;《転》頭"
"kupon"	"券"	"クーポン（券）,切符の半券;【経】利札（りさつ）"
"bil"	"券"	"【経】証券,手形"
"lili"	"百合"	"【植】ユリ（属）（百合） ／ 【PIV】Delikate blanka, kiel lilio: c^ir ／ 【PIV】Virina nomo."
"lot"	"签"	"くじで,くじ引きで,抽選で ／ ［自］くじを引く,くじで決める ／ くじ;《転》運;=lotaj^o（くじの賞品） ／ 【地名】ロット川（フランス）"
"tab"	"签"	"【情】タブ"
"paraf"	"签"	"［他］飾り書きをつけて署名する ／ 署名につける飾り書き,花押（かおう）;略署名,>>subskribo"
"lukt"	"搏"	"［自］格闘する;【運】レスリングをする;《転》闘う ／ 格闘;【運】レスリング;《転》闘い ／ 【生】生存競争"
"maiz"	"玉米"	"【植】トウモロコシ（種）;トウモロコシの実"
"malic"	"恶"	"悪意の,意地悪な,邪悪な,腹黒い ／ 悪意で,意地悪に ／ 悪意,敵意"
"malign"	"恶"	"【医】悪性の,><benigna ／ 【病】悪性腫瘍（しゅよう） ／ 【PIV】Havi malignan efikon: la malignan"
"palat"	"口顶"	"口蓋の ／ 【解】口蓋（こうがい）"
"palm"	"棕"	"【植】ヤシ（椰子）,シュロ（棕櫚）（ヤシ科の植物の総称） ／ 【植】【PIV】Arekacoj."
"arek"	"棕"	"【植】【PIV】G. (Genro) (Areca el arekacoj)"
"fajenc"	"陶土"	"陶土;=fajencaj^o"
"falĉ"	"收割"	"［他］【農】かまで刈る;《転》大量に殺す ／ 【PIV】Unu movo per falc^ilo: la rikolta"
"fasad"	"正面"	"【建】（建物の）正面,ファサード;【情】ユーザーインターフェース,>>int ／ 【情】グラフィカル・ユーザーインターフェース（GUI）"
"fast"	"斋"	"［他］【宗】断食する;絶食する ／ 断食,絶食;断食期間 ／ （la 〜）【キ】四旬節 ／ 【PIV】Rilata al fasto: fastaj ritoj, fa"
"fe"	"妖精"	"妖精の;《転》夢のように美しい ／ 妖精,>>koboldo"
"feĉ"	"渣"	"（液体の底にたまる）澱（おり）,かす;《転》かす,最低のもの ／ 【PIV】Rilata al fec^o: (f (figurasence) ／ 【PIV】(ntr (netransitiva)) Surfundig^i,"
"skori"	"渣"	"鉱滓,スラグ;《転》くず,かす"
"felt"	"毡"	"フェルト帽 ／ ［他］フェルト状にする ／ 【織】フェルト ／ 【PIV】1 De, el felto: felta c^apelo. 2 "
"fig"	"无花果"	"【果】イチジク"
"fluid"	"流体"	"流体の;流動性のある ／ 【理】流体;《古》液体,=>likvo ／ 【理】圧縮性流体 ／ 【理】縮まない流体"
"fontan"	"喷泉"	"噴水;噴水装置"
"formik"	"蚁"	"アリの;《転》（アリのように）勤勉な ／ 【化】ギ酸 ／ ［自］（しびれなどで手足が）ちくちくする ／ 【虫】アリ（蟻）"
"fotel"	"扶椅"	"肘掛け椅子,=brakseg^o ／ （詰め物をした）安楽椅子"
"frak"	"燕尾"	"【服】燕尾服（えんびふく）"
"funel"	"漏斗"	"［他］底なしに（酒を）飲む ／ じょうご,ろうと（漏斗）;漏斗形のもの ／ 【PIV】(tr (transitiva)) Vers^i tra fune"
"furaĝ"	"饲"	"［自］飼料を集める ／ （家畜の）飼料,まぐさ,かいば"
"gal"	"胆"	"胆汁の;胆汁質の;ひどく苦い ／ 【生】胆汁;《転》苦々しい感情"
"kole"	"胆"	"【化】【医】【PIV】Galo 1 (pref-e (prefikse) u"
"galoŝ"	"套鞋"	"【服】オーバーシューズ;木底の革靴"
"ĝib"	"凸"	"【動】ザトウクジラ（座頭鯨）（種） ／ （ラクダの）こぶ;（人の）背こぶ,はと胸,>>tubero ／ 【PIV】1 Kripla pro g^ibo. 2 Prezentanta"
"tenon"	"凸"	"【建】【機】ほぞ,>>mortezo"
"bos"	"凸"	"【建】【PIV】1 Elstaraj^o, kruda au^ prilab ／ 【PIV】(tr (transitiva)) 1 Prilabori (s^"
"galb"	"凸"	"【PIV】Kurba konveksa konturo de arta ob ／ 【PIV】(tr (transitiva)) Doni tian kontu ／ 【PIV】Romana vira nomo (i.a. (interalie"
"feston"	"花环"	"［他］花綱で飾る;【服】スカラップをつける ／ 花綱（はなづな）;【建】花綱装飾;【服】スカラップ（襟や裾につける波形の縁飾"
"grinc"	"轧"	"［自］きしむ ／ きしむ音"
"grip"	"流感"	"【病】鳥インフルエンザ ／ 【病】インフルエンザ ／ 【PIV】Rilata al gripo: gripa bronkito."
"gudr"	"焦油"	"［他］タールを塗る ／ 【化】タール ／ 木（もく）タール ／ コールタール"
"hangar"	"棚库"	"【空】格納庫;納屋,上屋,倉庫"
"heĝ"	"篱"	"【園】生け垣"
"hektar"	"公顷"	"【単】ヘクタール,=cent aroj"
"insid"	"陷"	"落とし穴の,わなのある,狡猾（こうかつ）な ／ 油断のならない魅力 ／ わなのある質問 ／ 陰険な手段"
"jug"	"束缚"	"［他］くびきにつける;束縛する;隷属させる ／ （牛の）くびき;《転》束縛;【史】（古代ローマの）槍門;【電】継鉄;【電】ヨ"
"jung"	"套"	"［他］（すき・そり・馬車などに）つなぐ;《転》縛りつける ／ 【PIV】Jungi inter du timonoj: ili enjun"
"muf"	"套"	"【服】マフ;【機】円筒形部品（スリーブ・ジャケットなど）;（ガス）マントル ／ 【PIV】(tr (transitiva)) Provizi (tubojn"
"gain"	"套"	"【服】シース（体にぴったりしたドレス・スカートなど）;【機】（配線を通す筒状"
"kahel"	"瓷砖"	"セメントタイル ／ タイル張りの床 ／ ［他］タイルを張る ／ 【建】タイル"
"kajut"	"舱"	"キャビンボーイ,船室付きの給仕 ／ 【海】船室,キャビン;【空】（航空機の）機室,キャビン;（宇宙船の）乗員室 ／ （船・航空機などの）客室 ／ 【空】操縦室,コックピット"
"kakt"	"仙人掌"	"【植】サボテン（科）"
"kal"	"茧"	"たこのできた,ごつごつした ／ 【病】（手足の）たこ,うおのめ"
"kokon"	"茧"	"【虫】繭（まゆ）;（クモの）卵嚢（らんのう） ／ 蚕の繭"
"kamel"	"驼"	"【動】フタコブラクダ,=dug^iba kamelo ／ 【動】フタコブラクダ,=baktria kamelo ／ 【動】ラクダ（属） ／ 【動】ヒトコブラクダ,=dromedaro"
"kankr"	"虾"	"後ずさりして ／ 【動】ザリガニ（の類） ／ 【天】かに座;（黄道十二宮の）巨蟹（きょかい）宮 ／ 【地理】北回帰線"
"leandr"	"虾"	"【動】【PIV】G. (Genro) (Leander, sin. (sin ／ 【動】【PIV】G. (Genro) (Leander, sin. (sin"
"karp"	"鲤"	"【魚】コイ（鯉） ／ 【解】=karpeo（手首の骨）"
"ciprin"	"鲤"	"【動】コイ（属）,>>karpo"
"klinik"	"诊"	"【医】臨床の ／ 【医】臨床像,病像 ／ 【医】臨床検査（尿検査・血液検査・心電図など） ／ 臨床研究"
"kokos"	"椰"	"ココナッツ繊維 ／ 【果】ヤシの実,ココナッツ;【植】=kokosarbo"
"konsul"	"领事"	"領事;【史】（ローマの）執政官"
"konval"	"铃兰"	"【植】スズラン（属）（鈴蘭）,>>majfloro"
"kurent"	"电流"	"【電】有効電流 ／ 【理】許容電流 ／ 【電】交流 ／ =kurento（電流）"
"lacert"	"壁虎"	"【動】トカゲ（類）;【動】コモチカナヘビ（属） ／ 【天】とかげ座"
"lak"	"漆"	"［他］ラッカーを塗る,漆（うるし）を塗る ／ ラッカー,漆（うるし）"
"vernis"	"漆"	"つや出しニス ／ ［他］ニスを塗る ／ 【化】ワニス,ニス"
"urus^i"	"漆"	"【植】【PIV】1 Sp. (Specio) de sumako (Rhus ／ 【PIV】(tr (transitiva)) Laki ion per ur"
"larv"	"幼虫"	"【虫】幼虫;【動】幼生,>>imagino"
"veft"	"纬"	"［他］横糸を通す ／ 【織】（織物の）横糸（全体）,ぬき,>>varpo"
"latun"	"黄铜"	"真ちゅうの ／ 【化】黄銅,真ちゅう"
"tombak"	"黄铜"	"【化】トムバック,人造金（銅と亜鉛の合金）;《転》（安っぽい）模造品"
"lesiv"	"碱"	"［他］灰汁（あく）で洗う;（床や壁を）洗剤で洗う ／ 灰汁（あく）;ボディーソープ,洗剤;【環】合成洗剤 ／ 中性洗剤 ／ 【環】無リン洗剤"
"sod"	"碱"	"【化】苛性ソーダ,=natria hidroksido ／ ソーダの ／ 【化】ソーダ（炭酸ナトリウムおよび類似のアルカリ性物質の俗称）"
"alkal"	"碱"	"アルカリの,=alkaleca ／ 【化】アルカリ金属 ／ 【化】アルカリ"
"likv"	"液"	"【農】ボルドー液 ／ 液体の,液状の ／ 液化ガス ／ 液体"
"limak"	"蜗牛"	"ナメクジの;《転》のろのろした ／ 【動】コウラナメクジ,キイロナメクジ（属）;（一般に）ナメクジ（蛞蝓） ／ 【PIV】(ntr (netransitiva)) Malrapide ir"
"lin"	"亚麻"	"【植】アマ（属）（亜麻）"
"lotus"	"莲"	"【植】スイレン（睡蓮）,>>nimfeo ／ 【植】ハス（蓮） ／ 【料】れんこん（蓮根） ／ 【植】ハス（蓮）,スイレン（睡蓮）;【建】ロータス模様,睡蓮（すいれん）模様"
"lubrik"	"润滑"	"［他］（機械に）油をさす,注油する ／ 潤滑,注油"
"majest"	"庄严"	"威厳のある,堂々とした ／ 厳かに,威厳を持って ／ 威厳,尊厳,荘厳,=majesteco;（王・皇帝への尊称）陛下"
"maleol"	"脚腕"	"【解】くるぶし（踝）;=piedartiko（足首）"
"malv"	"葵"	"薄紫色の,ふじ色の ／ 【植】ゼニアオイ（属）（銭葵） ／ 【植】ジャコウアオイ（麝香葵）（種） ／ 【植】ゼニアオイ（種）（銭葵）"
"muĝ"	"吼"	"［自］（牛が）鳴く,うなる,（ライオン・虎が）ほえる;《転》うなる,怒号する ／ 【PIV】Tia bleko au^ sono."
"muzel"	"口鼻"	"（動物の）鼻づら"
"nervoz"	"躁"	"神経質な,神経の細い,いらだった ／ 神経質に,いらいらして"
"oficir"	"军官"	"【軍】現役将校 ／ 当直士官 ／ 【軍】士官,将校 ／ 【軍】予備役将校"
"oper"	"歌剧"	"オペラの ／ オペラ歌手 ／ オペラ劇団,歌劇団 ／ 【劇】オペラ,歌劇"
"orator"	"演说"	"弁論の,雄弁な ／ 弁論大会 ／ ［自］演説する ／ 弁士,雄弁家,演説家"
"oval"	"椭圆"	"卵形線の;卵形の,=ovoforma ／ 【数】卵形線"
"elips"	"椭圆"	"【天】楕円銀河 ／ 楕円軌道 ／ 【Ｇ】（語の）省略;【数】楕円（だえん） ／ 【PIV】Prezentanta elipson: elipsa dirma"
"pav"	"孔雀"	"［自］（クジャクが）尾羽を広げる;《転》気取って歩く ／ 【鳥】クジャク（孔雀）（属）;《転》見えっ張り,気取り屋 ／ 【天】くじゃく座"
"pekl"	"盐浸"	"［他］【料】塩漬けにする"
"pendol"	"摆"	"振り子の ／ 振り子運動 ／ ［自］（振り子のように）振れる,>>svingig^i;（くり返し）往復する ／ 振り子;=pendolilo（ぶらんこ）"
"pice"	"云杉"	"【植】カナダトウヒ（種） ／ 【植】トウヒ（唐檜）（種） ／ 【植】ドイツトウヒ（種）,=abipiceo ／ 【植】コーカサストウヒ（種）"
"pig"	"鹊"	"【鳥】オナガ（尾長）（種） ／ 【鳥】モズ（鵙）,=lanio ／ カササギの;《転》白黒まだらの ／ 【鳥】カササギ（鵲）（種）,カチガラス;カササギ（属）"
"pilot"	"领航"	"【空】操縦室,コックピット ／ ［他］【空】操縦する;【海】水先案内する ／ 【空】パイロット,操縦士;【海】水先案内人"
"pland"	"足底"	"足の裏;=plandumo（靴底） ／ 【PIV】Rilata al la plando: planda dolor"
"platan"	"悬铃木"	"【植】プラタナス,スズカケノキ（篠懸の木）（属）"
"plonĝ"	"潜"	"［自］（水に）飛び込む,ダイビングする;【空】急降下する ／ （水泳の）飛込み;【空】急降下"
"latent"	"潜"	"潜在的な,隠れた;【医】潜伏性の,潜伏期の ／ 【写】潜像 ／ （症状の出ていない）潜伏状態の病気 ／ 【医】潜伏期"
"plural"	"复数"	"【Ｇ】複数,=plurnombro,>>singularo"
"profet"	"先知"	"預言の ／ ［他］【宗】預言する;《般》予言する,>>antau^diri ／ 【宗】預言者;《般》予言者,=antau^diristo"
"prolet"	"无产"	"プロレタリアの ／ プロレタリア,無産者"
"provok"	"挑"	"挑発の;挑発する ／ 挑発的に,挑むように ／ ［他］（人を）挑発する,戦いを挑む;（事態を）誘発する,引き起こす ／ 挑発,挑戦"
"prun"	"李"	"【果】西洋すもも,すもも（李）,プラム ／ プルーン,干しすもも（西洋すももの乾燥果）"
"prunus"	"李"	"【植】セイヨウミザクラ,甘果オウトウ（桜桃）,=merizarbo ／ 【植】=migdalarbo（アーモンド） ／ 【植】【PIV】G. (Genro) (Prunus el rozacoj)"
"punt"	"花边"	"レースの,レースのついた ／ 【服】レース"
"pupil"	"瞳"	"【解】瞳孔,ひとみ;《転》大切なかわいいもの"
"pus"	"脓"	"うみの;化膿した,うんだ ／ ［自］化膿する,うみをもつ ／ 【病】膿（のう）,うみ"
"pio"	"脓"	"【医】【PIV】Puso (en kunmetaj^oj): piobaci"
"raŭk"	"沙哑"	"しわがれ声の,かすれた,耳障りな ／ しゃがれ声,ハスキーボイス ／ しわがれ声で"
"raŭp"	"毛虫"	"【虫】毛虫,芋虫,青虫（チョウなどの幼虫）,>>pupo;【機】キャタピラ,"
"reakci"	"反应"	"【化】発熱反応 ／ 【化】吸熱反応 ／ 【化】化学反応 ／ 【理】核反応"
"rib"	"醋栗"	"【植】=groso（セイヨウスグリ） ／ 【植】クロスグリ（黒酸塊）（種）,カシス ／ 【植】スグリ（酸塊）（属）;《般》スグリの実（特にフサスグリの類を指す）,> ／ 【植】アカスグリ（赤酸塊）（種）"
"gros"	"醋栗"	"【植】=grosujo;【果】グーズベリーの実,（セイヨウ）スグリの実,>>"
"ros"	"露"	"（二十四節気の）白露（はくろ） ／ （二十四節気の）寒露（かんろ） ／ ［自］（無主語）露がおりる ／ 露（つゆ）"
"rust"	"锈"	"［自］さびている;さびる ／ さび;【植】さび病 ／ 【PIV】Kovrita de rusto: rustaj feraj^oj"
"ured"	"锈"	"【植】【PIV】1 Eksa formgenro (Uredo), nome"
"ŝakal"	"胡狼"	"【動】ジャッカル"
"sark"	"耘"	"［他］（土地を）除草する,（雑草を）取り除く"
"satir"	"讽刺"	"風刺的な,風刺のきいた ／ ［他］風刺する,皮肉る ／ 風刺詩,風刺文;風刺,戯評,皮肉"
"sciur"	"松鼠"	"【動】リス（栗鼠）（科の総称）"
"sekal"	"黑麦"	"【植】ライムギ（属）;ライ麦（穀物）"
"senat"	"上院"	"上院の;参議院の ／ 【政】上院議員;参議院議員 ／ 【政】上院;参議院;【史】元老院"
"sin"	"怀"	"胸部;懐（ふところ）;胎内;《転》内奥;《転》胸の内"
"skorpi"	"蝎"	"【動】サソリ（蠍）（目の総称）;【聖】さそり鞭（むち） ／ 【天】さそり座"
"sled"	"雪车"	"［自］そりで行く ／ そり（橇）,=glitveturilo"
"lug^"	"雪车"	"［自］【運】リュージュですべる,>>glitveturi ／ 【運】リュージュ（そり）,>>glitveturilo,>>sledo"
"sorg"	"高粱"	"【植】モロコシ（蜀黍）（属）;《般》コウリャン（高粱）"
"ŝpin"	"纺"	"［他］紡ぐ;（クモ・カイコが糸を）吐く,（巣・繭を）つくる;《転》織りなす,"
"spinac"	"菠菜"	"【植】ホウレンソウ（菠薐草）（属）"
"spong"	"海绵"	"［他］スポンジでふく ／ 海綿,スポンジ;【動】カイメン"
"stamen"	"雄蕊"	"【植】おしべ,雄蕊（ゆうずい）,>>pistilo"
"start"	"起"	"［自］【運】スタートする;【機】始動する,=ekfunkcii ／ 【運】スタート,出発;【機】始動"
"sterk"	"粪"	"［他］肥料を施す ／ 【農】肥料,肥やし"
"fek"	"粪"	"［自］大便をする,糞をする,>>kaki ／ 大便,くそ,糞（ふん） ／ 【PIV】Rilata al feko."
"ŝtip"	"圆木"	"大きい木塊（首切り台，薪割台，金敷台，まな板など）,丸太;薪（まき）;《転》"
"strig"	"猫头鹰"	"【鳥】フクロウ（梟）（の類）"
"strut"	"鸵鸟"	"ダチョウの;《転》危険を直視しない ／ ダチョウのように;《転》現実から逃避して ／ 【鳥】ダチョウ（駝鳥）"
"subtil"	"精细"	"微細な;微妙な,とらえ難い;（感覚の）鋭敏な,繊細な ／ 微妙な差異 ／ （微妙すぎて）とらえ難いニュアンス ／ 細かい雨,小ぬか雨"
"susur"	"沙响"	"［自］さらさら鳴る,かさかさ音を立てる ／ さらさら鳴る音,かさこそという音"
"svat"	"媒"	"［他］（職業的に）結婚を仲介する,仲人する"
"medium"	"媒"	"霊媒の ／ 霊媒"
"tapet"	"壁纸"	"［他］壁紙・壁布を張る ／ 壁紙,壁布;壁掛"
"tegol"	"瓦"	"セメントがわら ／ 【建】棟瓦（むながわら） ／ ［他］屋根がわらでふく ／ 屋根がわら"
"torent"	"激流"	"激流 ／ 急流の,急流のような;《転》激しい,ほとばしる ／ 土砂降りの雨 ／ 急流のように,滝のように"
"tragik"	"悲剧"	"悲惨な,悲劇的な,=tragedia ／ 【劇】悲劇的アイロニー ／ 【哲】【PIV】Tio, kio donas al ni doloran k"
"tram"	"电车"	"路面電車,市街電車（車両）,=tramveturilo;《古》=tramre"
"tuf"	"丛"	"（草・毛などの）束,房 ／ 【PIV】Prezentanta tufo(j)n: li havis gr"
"vepr"	"丛"	"（いばら・小低木などの）茂み,やぶ,>>dornejo,>>arbustar ／ 【PIV】Kovrita de veproj: vepra monto, s"
"makis"	"丛"	"【植】（地中海沿岸の）潅木密生地帯,マキ,>>arbustaro;（ゲリラや ／ 【PIV】Partizano, aganta en makiso 3."
"vaks"	"蜡"	"ろう製の,ろうのような ／ （ろうのように）青白い顔 ／ ［他］ろうを塗る;ろうで磨く ／ 蜜蝋;ろう（蝋）;ワックス"
"velur"	"绒"	"【服】綿ビロード ／ ビロードの,ビロードのような ／ 【織】ビロード"
"plus^"	"绒"	"【織】フラシ天,プラッシュ,>>veluro ／ 【PIV】Farita el plus^o: plus^a mantelet"
"veruk"	"瘤"	"【医】いぼ;【植】こぶ,小隆起"
"tumor"	"瘤"	"【病】良性腫瘍（しゅよう） ／ 【病】白腫（はくしゅ） ／ 【病】悪性腫瘍（しゅよう） ／ 【病】卵巣腫瘍（しゅよう）"
"varik"	"瘤"	"【病】静脈瘤（じょうみゃくりゅう） ／ 【PIV】Rilata al variko(j): varika ulcer"
"vezik"	"囊"	"泡（あわ）,気泡,=aerveziko;【解】嚢胞;《転》（漫画の）吹き出し ／ 【PIV】Rilata al veziko: vezikaj doloroj ／ 【PIV】Kiel aerveziketo: felic^o vezike "
"kapsul"	"囊"	"【解】（大脳の）内包 ／ （ビンの）王冠;【化】蒸発皿;【薬】（薬の）カプセル;【機】カプセル;【植】 ／ 【解】腎被膜"
"folikl"	"囊"	"【植】袋果（たいか）;【解】小胞,濾胞（ろほう）"
"ask"	"囊"	"【植】【PIV】Fungoc^elo ofte pli-malpli sak"
"burs"	"囊"	"【PIV】1 Monsaketo, alligita al zono k l"
"vind"	"裹"	"［他］（細長い）布で巻く,おむつでくるむ,包帯を巻く ／ むつき,おむつ,包帯（など体に巻きつける細長い布）"
"vulkan"	"火山"	"【地質】活火山 ／ 【地質】死火山 ／ 【地質】休火山 ／ 海底火山"
"vultur"	"秃鹰"	"【鳥】コンドル（種）,=kondoro;《般》ハゲタカ（禿鷹）（ハゲワシ類、"
"terapi"	"疗"	"療法の,治療に関する ／ 【医】療法,治療法"
"oksi"	"氧"	"【生】【医】【PIV】Manko de oksigeno en histoj ／ 【化】【PIV】Mll de oksigeno, uzata en kunm"
"oksid"	"氧化"	"【化】酸化カルシウム,生石灰,>>kalko ／ 【化】酸化マグネシウム ／ （〜aj 〜oj）【環】窒素酸化物 ／ ［他］【化】酸化させる"
"klor"	"氯"	"【化】塩素（原子番号17の非金属元素）"
"sulf"	"硫"	"【化】【PIV】Mll de sulfuro, uzata en nomoj"
"sulfur"	"硫"	"硫黄の,硫黄でできた ／ （〜aj 〜oj）【環】硫黄酸化物 ／ ［他］硫黄で処理する ／ 【鉱】【化】硫黄（いおう）（原子番号16の非金属元素）"
"sulfin"	"硫"	"【化】【PIV】sulfinilo (en kunmetaj^oj)."
"nitr"	"氮"	"［略］【化】=nitrogeno（窒素） ／ 【化】【PIV】(tr (transitiva)) Enkonduki la"
"azot"	"氮"	"【化】窒素（の古い呼称）,=nitrogeno"
"apoge"	"远"	"【天】遠地点,><perigeo;《転》最高点,絶頂 ／ 【PIV】(ntr (netransitiva)) Esti en sia "
"lontan"	"远"	"【PIV】Malproksima, tempe au^ space: mem ／ 【PIV】Malproksimo, foro: kien do vi ira"
"pterig"	"翅"	"【動】【PIV】Permuskole movata flugilo de a"
"trab"	"梁"	"【建】梁（はり）,桁（けた）;角材 ／ 【PIV】1 Propra al trabo: traba pezofort"
"bau^"	"梁"	"【海】ビーム,船梁（りょう）"
"c^evron"	"梁"	"【建】垂木（たるき）"
"patn"	"梁"	"【PIV】C^iu el la horizontalaj traboj, k"
"kanon"	"炮"	"【軍】高射砲 ／ ［他］砲撃する ／ 【軍】大砲,砲 ／ 【キ】聖書正典;教会法規;【カ】聖人表,聖列;【楽】カノン"
"petard"	"炮"	"［自］爆竹を鳴らす ／ 爆竹;【鉄】発雷信号"
"fibr"	"纤"	"繊維;【医】線維 ／ 【生】筋繊維,筋線維 ／ 天然繊維 ／ 【生】神経繊維,神経線維"
"gracil"	"纤"	"（病的に）か細い,きゃしゃな,>>svelta"
"mangan"	"锰"	"【化】マンガン（原子番号２５の金属元素）"
"kalci"	"钙"	"【化】塩化カルシウム ／ 【化】酸化カルシウム,生石灰,>>kalko ／ 【化】カルシウム（元素，Ｃａ） ／ 【PIV】Rilata al kalcio: kalcia klorido,"
