"root"	"kanji"	"gloss"
"forn"	"炉"	"【機】電気炉 ／ 炉,かまど;暖炉,ストーブ;こんろ ／ 【天】ろ（炉）座 ／ 【料】電子レンジ"
"kamen"	"炉"	"暖炉 ／ 【PIV】Rilata al kameno: la rozkolora ka"
"stov"	"炉"	"ストーブ,=hejtoforno"
"mufl"	"炉"	"【化】マッフル（炉・皿） ／ 【PIV】(tr (transitiva)) Sekigi per mufl"
"fornel"	"炉"	"【料】電子レンジ,=mikroonda forno ／ 【料】レンジ,=kuirforno"
"etuv"	"炉"	"【医】【生】【PIV】Speciala forno, diversmanie ／ 【PIV】(tr (transitiva)) Efiki sur ion p"
"krem"	"酪"	"クリーム入りの;クリーム状の ／ 乳脂,クリーム;【薬】クリーム;《転》最良の部分"
"fromaĝ"	"酪"	"【料】チーズ ／ 【料】熟成チーズ ／ 【PIV】Garni per fromag^o: fromag^ita to"
"frunt"	"额"	"額（ひたい）,前頭部 ／ 【PIV】Rilata al la frunto: frunta vundo"
"karb"	"炭"	"【化】活性炭 ／ 瀝青炭 ／ 炭,石炭,木炭 ／ 無煙炭"
"brag^"	"炭"	"おき,消し炭"
"kel"	"窖"	"地下室,穴倉,地下貯蔵庫;《転》（地下に貯蔵された）ワイン（全体） ／ 地下室にワインを貯蔵する"
"komb"	"梳"	"［他］（くしで）すく,くしけずる ／ 髪をすく,髪をけずる"
"kravat"	"领带"	"【服】ネクタイ ／ 【服】蝶ネクタイ"
"kuv"	"桶"	"桶（おけ）,たらい"
"barel"	"桶"	"樽ビール,生ビール ／ 樽（たる） ／ 樽からワインを出す"
"sitel"	"桶"	"バケツ,手桶;バケツ一杯（の分量）"
"tin"	"桶"	"（木の）桶（おけ）,=ligna kuvo"
"muŝ"	"蝇"	"【菌】=mus^fungo（ベニテングタケ） ／ 【虫】ハエ（蝿）;（下唇の下の）ちょびひげ ／ 【天】はい（蝿）座"
"nadl"	"针"	"【理】磁針 ／ 【機】（レコード・注射器・手術用などの）針,（計器の）指針,磁針,（小銃の）"
"pingl"	"针"	"ピン,留め針;【植】針葉 ／ 安全ピン"
"plat"	"扁"	"板チョコ ／ 【理】（ブラウン管の）偏向板 ／ 【運】本塁,ホームプレート ／ （兵士の）認識票"
"polv"	"尘"	"【環】浮遊粉じん ／ 【天】星間塵（せいかんじん） ／ 【天】宇宙塵（うちゅうじん） ／ ちりでできた;ほこりだらけの"
"pot"	"壶"	"つぼ,はち,ポット,なべ,>>terpoto"
"kruĉ"	"壶"	"（取っ手のついた）水差し,ポット,やかん"
"rand"	"边"	"縁（ふち）の,へりの;周辺の,境の ／ 縁（ふち）,へり,端;周辺,境,はずれ"
"later"	"边"	"【数】辺 ／ 【PIV】Rilata al latero. Vd flanka."
"marg^en"	"边"	"【地理】大陸縁辺部 ／ 欄外の,余白の;限界の,ぎりぎりの ／ 余白に,欄外に ／ 【印】余白,欄外,マージン;縁,へり,周辺部;ゆとり,余裕,余地;限界"
"listel"	"边"	"【建】平縁（ひらぶち）;（硬貨・メダルの）飾り縁"
"kom"	"逗"	"【数】小数点 ／ 【地名】コモ湖（イタリア） ／ コンマ,読点;【数】小数点;【情】コンマ（，）"
"ŝerc"	"逗"	"卑猥な冗談 ／ 冗談の,おどけた ／ 冗談に,ふざけて;からかって ／ ［自］冗談を言う;おどける;からかう"
"meandr"	"蛇"	"［自］（道・川などが）曲がりくねる,蛇行する,=serpentumi ／ （道・川などの）くねり,蛇行;【建】曲折模様,雷文"
"skrap"	"刮"	"［他］削り取る,かき落とす,こそげる;きいきい鳴らす"
"rugin"	"刮"	"【医】【PIV】Kirurgia skrapilo, uzata preci ／ 【PIV】(tr (transitiva)) Skrapi per rugi"
"ŝnur"	"绳"	"［他］（なわで）しばる,くくる ／ 綱,なわ,ロープ;【数】弦 ／ へその緒"
"sort"	"命"	"過酷な運命 ／ 運,運命,天運,巡り合わせ"
"fatal"	"命"	"宿命の,宿命的な,不可避の;悲運の,致命的な,破滅的な ／ 致命的に,壊滅的に ／ 宿命;悲運 ／ 【神】運命の神"
"vital"	"命"	"【哲】生命の（※ふつうは viva を使う） ／ 【哲】生の飛躍,エランヴィタル（ベルクソンの用語）"
"ŝovel"	"铲"	"［他］（シャベル・スコップで）すくう,すくい取る,かく"
"trul"	"铲"	"（左官用の）こて;【料】フライ返し"
"spatel"	"铲"	"（調剤や油絵に用いる）へら,パレットナイフ,こて,=truleto"
"spegul"	"镜"	"【理】平面鏡 ／ 【理】凹面鏡 ／ 【理】凸面鏡 ／ 【理】放物面鏡"
"lupe"	"镜"	"ルーペ,虫めがね"
"skop"	"镜"	"【PIV】= s^kopo."
"lens"	"镜"	"【理】色消しレンズ ／ 【光】発散レンズ ／ 【理】両凹レンズ ／ 【写】魚眼レンズ"
"lorn"	"镜"	"（単眼の）望遠鏡,遠めがね,>>teleskopo"
"spic"	"香"	"香辛料の;《転》ぴりっとした ／ ［他］【料】香辛料をきかす;《転》ぴりっとさせる ／ 【料】香辛料（原料）;薬味,調味料,>>kondimento"
"parfum"	"香"	"ほのかな香り ／ ほのかな香り ／ ［他］香水をつける,香りをつける ／ 香水,香料,>>aromaj^o;《転》芳香"
"arom"	"香"	"芳香のある,香りのよい,>>bonodora ／ 香草 ／ 【植】スイートピー（種） ／ ［自］かおる,芳香を放つ"
"mosk"	"香"	"じゃ香の香りのする ／ 【植】ジャコウアオイ（麝香葵）（種） ／ じゃ香"
"incens"	"香"	"［他］香をささげる;《転》褒めそやす ／ （宗教的儀式に用いる）香（こう）,>>odorfumo;《転》称賛,お世辞"
"surd"	"聋"	"耳の聞こえない,耳の不自由な,聾（ろう）の;《転》耳を貸さない,聞こうとしな ／ 《転》かすかな声で"
"tualet"	"妆"	"［自］身づくろいする;化粧する ／ 衣装（婦人の衣類・装身具一式）;化粧道具一式 ／ 【PIV】Rilata al la tualeto: tualeta kab"
"s^mink"	"妆"	"［他］おしろいを塗る,化粧する,メークアップする ／ 紅おしろい,美顔料,化粧品;【劇】ドーラン"
"tus"	"咳"	"［自］せきをする,>>terni;せき払いをする ／ せき（咳）"
"ung"	"爪"	"［他］つめを立てる,ひっかく,>>ungograti,>>ungovundi ／ 【解】つめ（爪）"
