root	kanji	gloss
vehikl	载体	【化】【PIV】1 Substanco, en kiun oni metas au^ solvas efikantajn
tore	斗牛	【PIV】(ntr (netransitiva)) Batali en cirko kontrau^ tau^ro.
alteraci	蚀变	【地質】【PIV】Kemia s^ang^ado de mineraloj k sekve de petroj fare
zigot	合子	【生】【PIV】La rezulto de la unuig^o inter du gametoj: zigoto es
falun	贝岩	【地質】【PIV】Detrita sedimenta petro malmulte kohera, konsistant
stim	估	【PIV】Taksi per stokastika procedo; kalkuli stimon.
pekan	山核桃	【植】【PIV】Speco de nukso, frukto de pekankarjo, enhavanta mang
s^ibu	柿涩	【PIV】Bruna, taninoric^a, strange odoranta suko el nematura f
matriark	母系	【PIV】Rilata al matriarkeco: matriarkaj restaj^oj.
ejgen	特征	【数】【PIV】(pp (se paroli pri) operatoro T) Nombro c tia, ke T 
hapal	猴	【PIV】(ark. (arkaismo, arkaisme)) = kalitrikso.
anamorfoz	变形	【PIV】Desegnaj^o, kiu s^ajnas konfuza, sed prezentas regulan 
eskar	焦疤	【医】【PIV】1 Mortig^inta parto de hau^to. 2 Nigreta hau^tkrusto
prospektor	探矿	【PIV】Homo, kiu pli-malpli science serc^as la ercohavajn regi
diazoni	重氮	【化】【PIV】Organika salo kun g^enerala formulo R-N=N ^+ X ^−, e
j^akard	提花	【服】【PIV】Mekanismo ebliganta la plej komplikajn plektojn en t
propil	丙	【化】【PIV】La radiko CH 3-CH 2-CH 2 -.
mejoz	减分	【生】【PIV】Tuto de la du sinsekvaj dividig^oj de duploida nukle
verumontan	精丘	【解】【PIV】(colliculus seminalis) Elstaraj^o sur la interna par
bigarad	酸橙	【植】【PIV】1 Subsp. de citruso (Citrus aurantium subsp. a.) hej
midz	舔吸	【PIV】(tr (transitiva)) Voluptocele leki k suc^i ies penison:
homotet	位似	【数】【PIV】(pp (se paroli pri) geometria figuro) Estanta grandi
cipre	宝贝	【動】【PIV】G. (Genro) (Cypraea) de gastropodoj kun belkolora, p
fag^	食菌	【生】【PIV】Mll de bakteriofag^o.
fideikomis	信委	【法】【PIV】Posedaj^o, bieno, monsumo ks (kaj simile, kaj simila
file	里脊	【PIV】1 Karnoric^a peco de bovo, bovido, kapreolo ks (kaj sim
insinu	影射	【PIV】(tr (transitiva)) 1 Lerte sugesti, subinspiri: insinui 
ekvipotencial	等势	【理】【PIV】= egalpotenciala.
limed	甜柠	【植】【PIV】1 Sp. (Specio) de citruso (Citrus limetta), arbo kun
kori	绒膜	【解】【動】【PIV】1 Ekstera parto de la placento, plejofte havanta 
c^ement	牙骨质	【解】【PIV】1 Malmola substanco, formanta la eksteran tavolon de
primordi	原基	【植】【PIV】Junega au^ juna stadiformo de organo: primordio de f
madz	钉头锤	【史】【PIV】1 Peza, metalkapa klabo, uzata en Mezepokaj bataloj.
rea	美洲鸵	【動】【PIV】G. (Genro) (Rhea) de S-Amerikaj strutosimilaj birdoj
difeomorf	微分同胚	【数】【PIV】(pp (se paroli pri) geometria objekto) Tia, ke ekzis
marki	疆	【史】【PIV】Regiono au^ provinco, kiu konsistigis limparton de i
razi	袭	【史】【PIV】1 En arabaj landoj, ekspedicio farata en malamikan r
redund	冗	【PIV】Estanta pluroble au^ ripete, au^ aldonita por sekurigi 
abrazi	磨蚀	【地質】【PIV】1 Erozio pro frotado de materialo transportita de a
homotop	同伦	【数】【PIV】(pp (se paroli pri) geometria figuro au^ spaco) Esta
kokle	耳蜗	【解】【PIV】(cochlea) Spiralforma osta kanalo, parto de la inter
kurar	箭毒	【PIV】Drasta vegetaj^a veneno, estiganta muskolan paralizon, 
prokavi	蹄兔	【動】【PIV】G. (Genro) (Procavia) de hufuloj, malgrandaj, kun kv
kariljon	钟琴	【PIV】Sonorilaro, kiun oni ludas per klavaro, nun plejofte el
iliak	盆骨	【解】【PIV】Koksosto.
rizofor	红树	【植】【PIV】G. (Genro) (Rhizophora el rizoforacoj) de dau^rafoli
hierodul	庙奴	【宗】【PIV】Junulo au^ junulino, kiu devis log^i dum difinita te
bleni	滑鱼	【動】【PIV】G. (Genro) (Blennius) de fis^oj el la ordo de perkof
