"root"	"kanji"	"gloss"
"io"	"某o"	"［代］ある物,ある事;何か ／ 【神話】【PIV】Amatino de Zeu^so; tiu, por s"
"iu"	"某u"	"人に化学の試験をする ／ ［形］ある,どれかの ／ ［代］ある人,どれか ／ ある人に千フランの借りがある"
"ia"	"某a"	"［形］ある種の,なんらかの（種類・性質） ／ 【PIV】(ntr (netransitiva)) Bleki, pp (s"
"ie"	"某e"	"［副］どこかで,あるところに ／ ［副］どこかへ,あるところへ"
"iam"	"某时"	"［副］ある時,いつか（過去・未来） ／ いつかの（主に過去の）,かつての ／ ［副］いつでも ／ ［副］ときどき,=de tempo al tempo"
"iom"	"某量"	"［副］いくらか,少し ／ いくらかの,少しの ／ 少しずつ,次第に ／ 少しずつ,次第に"
"ies"	"某之"	"［形］だれかの,ある人の"
"ial"	"某因"	"［副］ある理由で,なぜか"
"iel"	"某样"	"［副］どうにかして ／ どうにかして"
"tio"	"那o"	"［代］これ,このこと ／ それに関して ／ それでも,それにもかかわらず ／ ［代］それ,あれ,そのこと,あのこと"
"tiu"	"那u"	"［形］この ／ ［代］このひと ／ 後者（の） ／ 今週"
"tia"	"那a"	"［形］このような ／ ［形］そのような,そんな,あのような,あんな"
"tie"	"那e"	"［副］ここで ／ ［副］そこに,そこで,あそこに,あそこで ／ そこの,その土地の ／ あちらこちらに"
"tiam"	"那时"	"［副］この時 ／ ［副］その時,あの時;その場合,あの場合 ／ その時の,当時の"
"tiom"	"那量"	"［副］こんなに（数量） ／ ［副］（数量）それほど,そんなに ／ それほどの ／ それほど多くの,=tiom multaj"
"ties"	"那之"	"［形］これの ／ ［形］それの,その人の,その物の"
"tial"	"那因"	"［副］このため ／ ［副］それゆえ,だから ／ =kialo（理由） ／ 【PIV】Rilata al la dirita kau^zo: oni d"
"tiel"	"那样"	"［副］この様に ／ ［副］〜など,その他,=k.t.p. ／ ［副］そのように,それほど,あのように,あれほど ／ =tia（そのような）（強調表現）"
"pri"	"于"	"住民票 ／ 【政】環境庁 ／ 結婚届,婚姻届 ／ 人権宣言"
"el"	"出"	"バラの花束 ／ ［前］〜の中から,〜から出た,〜のうちの,〜製の ／ =ekstere（外で） ／ =eksteren（外へ）"
"emerg^"	"出"	"【理】射出角 ／ 【理】射出点 ／ ［自］浮かび出る,（水面に）現れ出る;【理】（光線が）射出する ／ 【PIV】Rilata al la emerg^o: emerg^a pun"
"po"	"每"	"［前］〜ずつ ／ ［文字名］ポー（文字P，pの名称） ／ 【地名】ポー川（イタリア） ／ 【植】【PIV】G. (Genro) (Poa el poacoj) de "
"inter"	"间"	"［前］〜の間から ／ ［前］〜の間に,〜の間で;〜の中にまじって ／ 間の,中間の ／ 〜のまっただ中で"
"tra"	"穿"	"［前］〜を通って,〜を貫いて;〜の端から端まで,〜中に;（時間的に）〜の間中 ／ 突き抜けて,端から端まで ／ 窓越しに;窓を通って ／ 世界中に,世界中を"
"penetr"	"穿"	"［他］侵入する,深く入り込む ／ 侵入 ／ =penetrema（鋭い） ／ ［自］入り込む,侵入する,貫く;［他］浸透する,しみ込む;見抜く,察する"
"tred"	"穿"	"［他］（糸・ひもなどを穴に）通す"
"perfor"	"穿"	"【PIV】(tr (transitiva)) Okazigi perfora"
"per"	"以"	"煮沸消毒 ／ 日光消毒 ／ パチンと指を鳴らす ／ チッと舌打ちをする"
"jes"	"对"	"［副］はい,そうです ／ 肯定の ／ ［他］肯定する ／ 肯定"
"al"	"向"	"［前］〜へ ／ 組合に加入する ／ （飛行機の）翼（つばさ）,（プロペラ・風車の）羽根,（建物・陣形の）翼（よく ／ 〜との類推によって,〜から類推して"
"por"	"为"	"往復切符,往復券 ／ （la 〜）欧州復興開発銀行（EBRD） ／ 【環】公害防止協定 ／ 【生】生存競争"
"ĝis"	"至"	"［接］〜するまで ／ ［前］〜まで,〜までに,〜までの ／ ［間］また近いうちに！ ／ ［疑問詞］いつまで"
"post"	"后"	"［前］〜以後,〜以来 ／ 少しずつ,次第に ／ その後まもなく ／ ［前］（時間的に）〜の後に,〜の後で;（空間的に）〜の後ろに,〜の背後で"
"ĉar"	"因"	"［接］〜だから,〜ので ／ （二輪の）荷馬車;荷車;【史】チャリオット,二輪戦車 ／ 〜だから,〜ので ／ 荷車を引いて行く"
"pro"	"因"	"損害賠償 ／ 【環】振動公害 ／ ［前］〜のせいで,〜のために（原因）;〜の代価として,〜と引き換えに"
"kaŭz"	"因"	"【哲】目的因,><efika kau^zo ／ 【哲】効力因,><cela kau^zo ／ （〜が）原因で ／ ［他］引き起こす,〜の原因となる"
"faktor"	"因"	"要因,因子,ファクター;【数】因数;【理】因子,率;【商】仲買人,代理業者 ／ 【理】増幅率"
"tial,"	"因"	"〜だから,〜ので ／ 〜だから,〜ので"
"laŭ"	"按"	"［前］〜に沿って,〜に従って,〜によって ／ 一致した,適合した"
"sen"	"无"	"国境なき医師団（緊急医療活動のためのボランティア団体） ／ ［前］〜なしで ／ 【PIV】(ntr (netransitiva)) Esti sen. ／ 【PIV】Japana monero, centono de eno."
"sub"	"下"	"［前］〜の下から ／ ［前］〜の下から ／ ［前］〜の下に,下方に;〜の形をとって;〜に従って ／ 下の,下方の,>>subau^skulti"
"sob"	"下"	"【PIV】Prep. (Prepozicio), proponita de "
"ĉirkaŭ"	"围"	"［前］〜のまわりで,〜の周囲に;（時）〜のころ ／ ［副］約,およそ ／ 周囲の,周辺の;およその ／ まわりに,付近で;およそ"
"sieg^"	"围"	"包囲の,攻城の ／ ［他］【軍】（城を）包囲する,攻囲する;《転》取り囲む,殺到する ／ 【軍】包囲攻撃,城攻め"
"krom"	"外"	"［前］〜のほかは（〜を除いて）;〜のほかにも（〜を含めて） ／ ほかの;余分の ／ ほかにも,そのうえ,さらに ／ 【化】クロム（原子番号２４の金属元素）,=kromio"
"ekster"	"外"	"［前］〜の外で,〜の外に;〜のほかに,〜以外 ／ 外の,外部の,><interna ／ 外側 ／ 【生】外部環境"
"sur"	"上"	"【地名】=Bulonjo c^e Maro（ブローニュ・シュル・メール） ／ ［前］〜の上から ／ 砂上の楼閣 ／ （la 〜）【聖】山上の垂訓"
"super"	"上"	"（la 〜）【法】最高裁判所 ／ ［前］〜の上方に,〜の上に;〜に優越して;〜に熱中して ／ 上方の;上位の;優れた ／ （議会の）上院"
"trans"	"越"	"［前］〜の向こうに,〜を越えて ／ 向こうの,向こう側の;【情】遠隔の,リモートの ／ 向こうで,向こう側に ／ 向こうへ"
"ju"	"越"	"［副］（ju pli）〜すればするほど,>>des ／ ［副］〜すればするほど,>>des ／ ［副］〜すればするほど,>>des"
"ĉe"	"在"	"【地名】ブローニュ・シュル・メール（フランス） ／ ［前］〜のところで ／ 【文】『水滸伝』（中国の長編小説） ／ 【人名】チェ（エスペラント直接教授法の開発者、1895-1979）,>>C^"
"apud"	"旁"	"［前］〜のそばに ／ かたわらの ／ そばに ／ ［前］〜のすぐそばで"
"kun"	"共"	"［自］考慮に入れる,勘定に入れる ／ （〜）と比べて ／ 〜と通じる,〜と連絡を取る ／ 〜と対照的に,〜に対比して"
"komun"	"共"	"共通の,共有の,共同の;一般の,普通の ／ 共同購入 ／ 共通の友人 ／ 休憩室,談話室,共用室"
"de"	"从"	"酒を断っている ／ 禁煙している ／ 〜の風上に ／ 階級対立"
"agent"	"代"	"代理人,エージェント;（公的機関の）職員,係官 ／ 保険外務員,保険外交員,=asekura varbisto ／ 外交官 ／ 秘密工作員"
"pronom"	"代"	"【Ｇ】疑問代名詞 ／ 【Ｇ】指示代名詞 ／ 【Ｇ】人称代名詞 ／ 【Ｇ】所有代名詞"
"era"	"代"	"紀元;時代;【地質】代,>>periodo（紀） ／ キリスト紀元"
"prokur"	"代"	"【法】【商】代理権,>>mandato"
"intern"	"内"	"内部の,内側の;国内の;内心の,精神的な ／ インテリアデザイン ／ 【理】内部エネルギー ／ 【病】内出血"
"da"	"份"	"一束のバラ ／ 数百の ／ ［前］（数量）〜の〜 ／ 十数の"
"porci"	"份"	"分け前,割当て,配給量;（料理の）一人前"
"antaŭ"	"前"	"［前］（時間的・空間的に）〜の前に ／ 前部の,前方の;以前の,前の ／ 前半,=unua duono ／ 【車】フロントガラス,=ventos^irmilo"
"front"	"前"	"正面の,前面の ／ 正面図 ／ 正面に,前面に ／ 〜に面して"
"avan"	"前"	"【軍】【PIV】La antau^a parto de armeo, tac"
"dat"	"期"	"［他］日付をつける ／ 日付,年月日;期日,日取り ／ 生年月日 ／ 予定の日,約束の日"
"dum"	"期"	"［接］〜する間;〜する一方では ／ ［前］〜の間,〜の間に ／ 同時の;一時的な ／ その間;一時的に,さしあたり;ところが一方,反対に"
"period"	"期"	"【医】潜伏期 ／ 【医】月経期 ／ 周期的な,定期的な ／ 【病】回帰熱,周期熱"
"pas"	"过"	"=pasema（一時的な） ／ 一時的に ／ ［自］通る,通過する;（時が）たつ,経過する;過ぎ去る,消え去る ／ 通行,通過;推移,経過;"
"preter"	"过"	"［前］〜のそばを通って,〜を素通りして ／ そばを通って,行きずりに"
"naŭ"	"九"	"［数詞］九 ／ 第九の,九番目の ／ 九番目に ／ ［数詞］九千"
"kvar"	"四"	"［数］１４ ／ （旧暦の）二十四節気 ／ ［数詞］四 ／ ４番目の,第四の"
"mil"	"千"	"［数詞］十万 ／ ［数詞］一万 ／ ［数詞］二千 ／ ［数詞］四千"
"cent"	"百"	"［数詞］百 ／ 百番目の ／ 百周年記念日 ／ ［数詞］十万"
"tri"	"三"	"［数］１３ ／ 妊娠３か月の ／ 【史】リチャード三世（イングランドの王、1452-1485） ／ 【文】『三国志演義』（中国の長編小説）"
"ses"	"六"	"［数］１６ ／ ［数詞］六 ／ 第六の,六番目の ／ 第六に,六番目に"
"ok"	"八"	"［数詞］八 ／ 第八の,八番目の ／ 第八に,八番目に ／ ［数詞］八千"
"du"	"二"	"前半,=unua duono ／ ［数］１２ ／ ［数詞］二 ／ 第二の,二番目の"
"unu"	"一"	"電気単位,>>ampero,>>farado,>>j^ulo,>>volto ／ 【史】チャールズ１世（イングランド王、1600-1649） ／ 一つといわず（一つより多い）,=pli ol unu;一つも〜ない,=ec^ ／ ［数詞］一;［形］ある,一つの;［代］ひとり,ひとつ"
"dek"	"十"	"［数詞］十 ／ 十番目の ／ ［数］１２ ／ ［数］１４"
"kvin"	"五"	"［数］１５ ／ 【史】カール５世（神聖ローマ皇帝、1500-1558） ／ ［数詞］五 ／ ５番目の,第五の"
"sep"	"七"	"［数詞］七 ／ 第七の,七番目の ／ 七番目に ／ ［数詞］七千"
"aĉ"	"劣"	"粗悪な,つまらない,いやしい,下品な"
"membr"	"员"	"【Ｅ】（ＵＥＡの）団体会員 ／ 終身会員 ／ 名誉会員 ／ 【Ｅ】（ＵＥＡの）個人会員"
"komiz"	"员"	"店員,社員,銀行員 ／ セールスマン,=vojag^a komizo ／ 新入社員,>>novulo ／ セールスマン,外交販売員,=migra komizo"
"eg"	"巨"	"たいへんな,ひどい ／ たいへん,ひどく,>>tre,>>terure"
"gigant"	"巨"	"巨人の;巨大な ／ （遊園地の）観覧車 ／ 巨人"
"kolos"	"巨"	"巨大な,大規模な ／ 巨大都市 ／ 雲つくような大男 ／ 巨像;《転》巨人;大国"
"titan"	"巨"	"巨大な,超人的な,>>kolosa,>>giganta ／ 【化】チタン（原子番号22の金属元素） ／ 【神】ティタン（ギリシア神話で巨人族の神）;《転》（小文字で）巨人"
"ciklop"	"巨"	"キュクロプスの,巨大な ／ 【神】キュクロプス（単眼の巨人）"
"ig"	"使"	"【情】エンターキー ／ ［他］（中に）入れる,入れこむ;【情】入力する ／ ［他］〜（の動作を）させる;〜（の状態に）する ／ ［他］（数学的に）割る,分ける"
"misi"	"使"	"使命,任務;【宗】伝道,布教;使節団,伝道団 ／ 【PIV】Rilata al misio: misia prediko; m"
"nunci"	"使"	"【カ】ローマ教皇大使"
"ad"	"行"	"続けて,=dau^re"
"andant"	"行"	"【楽】（速度標語）歩く速さで ／ 【楽】アンダンテ（曲）"
"ul"	"者"	"（任意の）ある人,誰か,某氏,>>sinjoro Ajnulo ／ 某氏,誰かさん ／ 人,者"
"ebl"	"可"	"可能な,あり得る ／ あるいは,ことによると,ひょっとすると,もしかすると（確実度が低い）,>>p ／ ［自］可能である ／ 可能"
"obl"	"倍"	"【数】倍数"
"ploid"	"倍"	"【生】【PIV】Nombro de homologaj serioj de "
"log"	"学家"	"［他］気を引く,（心を）引き付ける,魅惑する;誘う,おびき寄せる ／ 【海】（船の速力を測る）測程器 ／ 魅力,魅惑,誘惑"
"et"	"小"	"小さい;少量の,>>malgranda ／ 小指,=etfingro ／ （La 〜）【文】『星の王子様』（サンテクジュペリ作） ／ 【植】ヒメツルニチニチソウ（姫蔓日々草）（種）"
"minor"	"小"	"【楽】和声的短音階 ／ 【楽】短調の;（より）小さい,><maj^ora ／ 【楽】短和音,マイナーコード ／ 【楽】短音階"
"em"	"倾"	"〜の傾向がある,〜の好きな,>>inklina ／ ［自］〜する気がある;〜しがちである,>>inklini ／ 傾向,好み,くせ,>>tendenco"
"inklin"	"倾"	"傾向のある,心の傾いた ／ ［自］〜の傾向がある,好む,〜する気になっている ／ （心の）傾向,性向,性癖,好み,（〜したいという）意向"
"tak"	"倾"	"【PIV】(tr (transitiva)) 1 = g^iri 3 pp  ／ 【PIV】Banglades^a monunuo."
"il"	"具"	"道具,用具,ツール;手段"
"mebl"	"具"	"［他］家具を備付ける ／ （個々の）家具,調度,備品 ／ 【PIV】Rilata al mebloj: la mebla arto; "
"end"	"须"	"［他］（無主語）〜されるべきである（不定法動詞を目的語に取る）"
"iĝ"	"成"	"［自］入会する ／ ［自］中に入る,入りこむ ／ ［自］〜になる,>>farig^i"
"sukces"	"成"	"完全な成功 ／ まあまあの成功 ／ 間違いない成功 ／ 成功した,うまくいった,上首尾の,上出来の"
"adolt"	"成"	"=plenkreska（成熟した） ／ =plenkreskulo（成人）"
"id"	"子"	"子ども;子孫（一人）;《転》信奉者,弟子 ／ イド語"
"atom"	"子"	"原子の;原子力の,核の ／ 核兵器 ／ 【理】原子力 ／ 【理】原子質量単位"
"divid"	"分"	"［他］分ける,分割する,区切る;分け与える,分配する;分け合う;【数】割る ／ 分割,区切り,分配;【数】割り算 ／ 社会格差 ／ 【PIV】1 Rilata al divido. 2 (pp (se par"
"minut"	"分"	"一分間の;ちょっとの間の ／ 一分間に;ちょっとの間に ／ （時間の）分;寸時,ごく短い時間;（角度の）分 ／ （追悼のための）一分間の黙祷"
"frakci"	"分"	"【化】分留 ／ ［他］【化】分留する ／ 【数】分数;【化】留分;【政】分派,フラクション ／ 【PIV】Rilata al frakcio."
"gros^"	"分"	"【貨】グロッシェン（ドイツ・オーストリアの旧少額硬貨）;《転》はした金 ／ 【PIV】Rilata al gros^o: speza k gros^a "
"er"	"粒"	"=>erao（紀元） ／ 粒,構成要素"
"grajn"	"粒"	"穀粒;（粒状の）実,種子;（一般的に）粒;《転》微量 ／ 【PIV】1 Plena de grajnoj, konsistanta e"
"granul"	"粒"	"小粒,細粒,顆粒（かりゅう）;【薬】顆粒剤,細粒丸薬;【天】粒状斑 ／ 【PIV】1 De, rilata al granulo. 2 Konsis"
"ej"	"所"	"場所,>>loko"
"kontor"	"所"	"事務室;帳場,>>oficejo"
"uj"	"器"	"容器,入れ物"
"organ"	"器"	"【生】相似器官,><homologa ／ 【解】性器,生殖器官 ／ 【生】相同器官 ／ 器官の,器官を備えた"
"vaz"	"器"	"青銅器 ／ 【解】リンパ管 ／ 花びんを割る ／ 容器,うつわ,つぼ,かめ,花びん,はち,>>poto,>>pelvo,>>k"
"aparat"	"器"	"【情】デバイスドライバ ／ 装置,機械一式;【解】器官;【政】機関;【情】装置,デバイス ／ 【解】消化器 ／ 【電】電解装置"
"ar"	"群"	"集団,サークル,会 ／ 【単】アール（面積の単位，＝100平方メートル） ／ 集団;集合 ／ 【化】【PIV】En formuloj, simb. (simbolo) d"
"greg"	"群"	"群れの,群集の ／ 群集本能 ／ 家畜の群れ,群集"
"ec"	"性"	"性質の ／ 性質 ／ 純分（金銀の含有量）"
"seks"	"性"	"性の,性的な ／ 性差別,=seksismo ／ 男女平等 ／ 【生】性染色体"
"amor"	"性"	"性愛の,情欲の,色恋の ／ ［他］愛を交わす ／ 性愛,色恋 ／ 【神】アモル（ギリシア神話の愛の神エロスのラテン訳名）,>>Eroso,>>"
"ind"	"值"	"（je）〜に値する,ふさわしい ／ ［他］値する,>>meriti ／ 価値,品位,とりえ ／ 【PIV】Lau^ inda stato au^ maniero: ne e"
"valor"	"值"	"【数】絶対値 ／ 付加価値 ／ 【統】偏差値 ／ 【理】実効値"
"merit"	"值"	"功績のある,称賛に値する;当然受けるべき,ふさわしい ／ 当然の報いとして,正当に;功罪に応じて ／ ［他］（賞賛・非難などに）価する,ふさわしい,当然である ／ 称賛に値する"
"vac^"	"值"	"［自］【海】当直につく,>>dej^ori ／ 【海】（普通４時間の）当直,>>dej^oro"
"ing"	"座"	"［他］（鞘などに）差し込む,はめる;【情】入れ子にする ／ 鞘（さや）,軸受け"
"tron"	"座"	"玉座の;王位の;王権の ／ ［自］玉座にすわっている;君臨する;《転》でんと座っている ／ 玉座,王座,君主の座席;《転》王位,帝位;《転》王権,帝権 ／ 【キ】【PIV】La tria ordeno de la ang^eloj."
"katedr"	"座"	"（教授の）席,講壇,講座;説教壇;【キ】司教座,法座 ／ 【PIV】Rilata al katedro: katedra tono, "
"long"	"长"	"【理】減衰距離 ／ （空間的・時間的に）長い;【声】長音の ／ 長い棒 ／ 遠い距離"
"estr"	"长"	"［他］〜の長である,率いる ／ 長,長官,>>c^efo"
"in"	"女"	"女性の;雌の ／ 雌花（めばな）,>>femala ／ 【Ｇ】女性 ／ 【文】女性韻"
"femin"	"女"	"【PIV】= virino. ／ 【解】【PIV】femina pudendo (vulvo)."
"aĵ"	"物"	"物,事物,ものごと,>>objekto"
"objekt"	"物"	"目的語を省略する ／ 【Ｇ】間接目的語 ／ 物体の ／ 【Ｇ】目的補語,=objekto"
"ist"	"家"	"無原則な人"
"hejm"	"家"	"家庭の,自宅の;（動物が）飼いならされた ／ 家計,家庭経済 ／ イエネコ（家猫） ／ 【運】本塁,ホームプレート"
"famili"	"家"	"裕福な家庭 ／ 家族の,家庭の;家族的な,水入らずの ／ 居間 ／ 家族制度"
"ism"	"主义"	"主義,学説"
"op"	"组"	"連れだった ／ 連れだって,組になって ／ 【PIV】Grupo de homoj kunigitaj per kune"
"kompon"	"组"	"［他］（芸術作品を）構成する,創作する;【楽】作曲する ／ 【理】力を合成する ／ 【化】分子を構成する"
"fi"	"卑"	"［間］チェッ！ ／ 下劣な,いやらしい"
"ĉef"	"首"	"主な,主要な ／ 主要都市 ／ おもに ／ ［自］首位を占める"
"dis"	"散"	"ちりぢりの,ばらばらの ／ 【情】分散処理 ／ ばらばらに,離ればなれに"
"distr"	"散"	"気晴らしの ／ ［他］気を散らす,>>malatentigi;気晴らしをさせる,>>mals ／ 娯楽,気晴らし"
"eman"	"散"	"［自］（ガスや放射線など目に見えないものが）放射する,発散する ／ 放射,発散"
"difuz"	"散"	"【理】乱反射 ／ ［他］【理】拡散させる ／ 【理】拡散 ／ 【PIV】1 Rilata al difuzo: difuza fenome"
"diverg^"	"散"	"発散の ／ 【光】発散光束 ／ 【数】発散級数 ／ ［自］【数】【光】発散する,><konverg^i"
"loz"	"散"	"ばら積みの貨物 ／ 【PIV】1 Malstrikta, malstrec^ita, malko"
"sporad"	"散"	"散発的な,時々起こる,散在する;【病】散発性の ／ 散発的に,ばらばらに"
"pra"	"原"	"原始の,太古の"
"primar"	"原"	"【学】第一の,一次の,原初の,最初の,>>sekundara;《古》第一紀の ／ 【理】三原色 ／ 【PIV】(ark. (arkaismo, arkaisme)) = pal"
"pamp"	"原"	"【植】【生態】【地理】【PIV】S-Amerika stepo. Vd pr ／ 【PIV】Fekunda regiono de Argentino, sud"
"mis"	"误"	"間違った,失敗の,不当な ／ 間違って,誤って,不当に ／ 失策;【運】反則,（テニスの）フォールト ／ ［自］誤る,間違う,>>erari"
"bo"	"姻"	"［文字名］ボー（文字B，bの名称）"
"re"	"再"	"二度目の ／ 再び,また,>>denove ／ 元へ,元のほうへ,>>retro ／ 【神】ラー,レー（古代エジプトの太陽神）"
"bis"	"再"	"［間］アンコール！ ／ ［他］アンコールを求める ／ アンコール"
"mal"	"反"	"正反対の,逆の ／ 反対に,逆に ／ マリ人 ／ 【国名】マリ（アフリカ）"
"opon"	"反"	"［自］反対する,反駁する,逆らう,>>opozicii,>>kontrau^ ／ 反対,反駁（はんばく）,反論"
"ironi"	"反"	"皮肉な ／ 皮肉に ／ ［自］皮肉を言う ／ 皮肉,当てこすり;アイロニー,反語"
"ek"	"始"	"［間］さあ！ ／ =ekde（〜から） ／ ［自］=komencig^i（始まる）"
"komenc"	"始"	"はじめの,最初の,手始めの ／ 【理】初期条件 ／ 【理】初速度 ／ はじめに,最初に,手始めに"
"ge"	"双"	"男女両方の ／ 混浴風呂"
"dual"	"双"	"二重の;【哲】二元的な;【数】双対（そうつい）の;【Ｇ】双数の ／ 【Ｇ】双数,両数,>>singularo,>>pluralo"
"g^emin"	"双"	"【解】【医】【PIV】Duope okazanta au^ situanta"
"eks"	"旧"	"前任の,元の ／ ［間］退任せよ！,辞めろ！"
"april"	"四月"	"４月に ／ ４月"
"aŭgust"	"八月"	"８月 ／ （男子名）アウグスト,オーギュスト"
"oktobr"	"十月"	"１０月"
"or"	"金"	"金無垢（むく）,純金 ／ 金の,黄金の,金製の;金色の;《転》（金のように）貴重な,すばらしい ／ 【鳥】=reg^a aglo（イヌワシ） ／ 黄金時代"
"metal"	"金"	"【化】アルカリ金属 ／ 【化】軽金属 ／ 金属の,金属製の,金属質の,金属的な ／ 【化】金属化合物"
"blond"	"金"	"ブロンドの（毛髪が金色と栗色の中間）"
"januar"	"一月"	"１月"
"fajr"	"火"	"【料】とろ火 ／ 火の;火のような,燃えるような ／ 火のように,熱烈に ／ ［自］燃えている"
"mard"	"火"	"【キ】告解火曜日（謝肉祭の最終日） ／ 火曜日の ／ 火曜日に ／ 火曜日"
"tag"	"日"	"何日 ／ 【環】世界環境デー（６月５日） ／ （独立記念日などの）国家的記念日 ／ 丸一日,全日"
"diurn"	"日"	"【天】一日（２４時間）,一昼夜,=tagnokto ／ 【生】【PIV】Rilata al diurno: la diurna mo"
"dimanĉ"	"日"	"日曜日の ／ 日曜日に ／ 日曜日"
"lign"	"木"	"木製の ／ 木造家屋 ／ 木（もく）タール ／ 寄せ木細工,=marketraj^o"
"ksil"	"木"	"【化】【PIV】Radiko de: ksilozo = Pentozo, "
"ĵaŭd"	"木"	"木曜日の ／ 木曜日に ／ 木曜日"
"sorp"	"木"	"【植】ナナカマド（実）"
"tili"	"木"	"【植】ボダイジュ（菩提樹）,シナノキ（科木）（属）"
"muskat"	"木"	"【植】ナツメグ,ニクズク（の種子）"
"kornus"	"木"	"【植】ミズキ（属）;サンシュユ,ミズキ"
"koril"	"木"	"【植】【PIV】G. (Genro) (Corylus el betulac"
"mart"	"三月"	"３月の ／ ３月 ／ 【PIV】Virina nomo, i.a. de heroino de l"
"grund"	"土"	"【環】酸性土壌 ／ 【地質】永久凍土 ／ 堅固な地盤 ／ 【環】土壌汚染"
"sabat"	"土"	"土曜日の;安息の ／ 土曜日に ／ 土曜日;（ユダヤ教の）安息日"
"saturn"	"土"	"【神】サトゥルヌス,サターン（古代ローマの農耕神）;【天】土星 ／ 【PIV】1 Rilata al Saturno: la Saturnaj "
"akv"	"水"	"水の;【生】水生の ／ 【環】水循環 ／ 【病】尿崩症 ／ 【理】水当量"
"hidr"	"水"	"【化】無水の ／ 【化】無水アルコール ／ 【動】ヒドラ;【神】ヒドラ（九つの頭をもつ海蛇の怪物） ／ 【天】うみへび座"
"maj"	"五月"	"５月 ／ 【PIV】Rilata al Majo: la Maja stango (M"
"juli"	"七月"	"７月の ／ ７月 ／ （男子名）ユリウス,ジュリアス,フリオ;（女子名）ユリア,ジュリア"
"juni"	"六月"	"６月の ／ ６月に ／ ６月"
"lun"	"月"	"上弦の月 ／ 月の ／ 【天】月食 ／ 太陰暦"
"monat"	"月"	"妊娠３か月の ／ 一ヶ月の,毎月の ／ 月刊誌 ／ 月例会"
"lund"	"月"	"月曜日の ／ 月曜日に ／ 月曜日"
"la"	"该"	"インターネットにアクセスする ／ 【植】ミヤマキンポウゲ（種）,>>ranunkolo ／ 人権宣言 ／ 【天】宇宙の膨張"
"kapric"	"任"	"気まぐれな,移り気な;予測できない ／ 気まぐれに,不規則に ／ ［自］気まぐれである ／ 気まぐれ,移り気,むら気;（ものごとの）急変"
"ambaŭ"	"两"	"［形］両方の,双方の ／ ［代］両方,両者 ／ ［副］両方とも,どちらも"
"ankaŭ"	"也"	"［副］〜もまた"
"plu"	"还"	"［副］〜など,その他,=k.t.p. ／ ［副］もはや〜しない ／ ［副］さらに,もっと,引き続き ／ なおその上の,さらなる,その後の"
"geni"	"才"	"天才的な ／ 天才,天分;【神】守護神"
"talent"	"才"	"円熟した才能 ／ 才能のある,腕のある,有能な ／ 才能,天分,手腕,腕前;=talanto（タラント） ／ 特異な才能"
"apenaŭ"	"才"	"［接］〜するや否や ／ ［副］やっと,かろうじて;ほとんど〜ない,=preskau^ ne ／ ほんのわずかの,わからないほどの"
"aŭ"	"或"	"［接］または,あるいは ／ あれかこれか"
