"root"	"kanji"	"gloss"
"katiz"	"压"	"［他］（織物を）つや出しする,光沢をつける ／ 【織】（布の）つや,光沢"
"markot"	"压"	"［他］【園】取木する ／ 【園】取木する枝;=stolono（匍匐枝）;=s^oso（ひこばえ）"
"preg"	"压"	"【技】【PIV】(tr (transitiva)) Doni definit"
"prov"	"试"	"（新薬などの）臨床試験 ／ 試みの,試験的な ／ 【医】診査開腹術,試験開腹 ／ 試しに,試験的に"
"punkt"	"点"	"中心点 ／ 【天】昼夜平分点 ／ 【理】射出点 ／ 固定点,定点"
"poent"	"点"	"［他］得点をつける ／ 得点,点数"
"desert"	"点"	"【料】デザートスプーン ／ 【料】デザート"
"pur"	"纯"	"混じりけのない,純粋な,澄んだ;清らかな,清潔な,きれいな;純真な,純潔な; ／ 純粋に;清らかに ／ 【聖】【PIV】(en L.B. (Londona Biblio): pur"
"rajt"	"权"	"（〜aj 〜oj）【法】私権 ／ （〜aj 〜oj）市民権（市民としての権利）,人権 ／ 人権宣言 ／ 人権教育"
"rakont"	"述"	"感動的な物語 ／ 幻想的な物語 ／ 民間説話,民話;民間伝承,言い伝え ／ 有益な物語"
"dikt"	"述"	"［他］口述筆記させる;指図する"
"reg"	"治"	"【機】制御の;【生】優性の ／ 【生】優性遺伝子,><ceda geno ／ 【情】制御文字,=rega signo ／ 【情】制御文字,=rega karaktro"
"regi"	"治"	"公社 ／ 専売公社 ／ 【法】国家管理,国営"
"domin"	"治"	"支配的な,優越した;【生】優性の,=rega ／ ［他］優越する,=superi;圧倒する,=superregi,=super"
"rigard"	"看"	"いぶかしげな目つき ／ ［自］のぞき込む ／ 生意気な視線 ／ 憤りのまなざし"
"konsci"	"觉"	"【心】集合意識 ／ 意識的な ／ 意識的に ／ ［他］意識する,自覚する"
"rimark"	"觉"	"［他］気づく,注目する;（気がついて）言う,指摘する ／ 注意,指摘"
"bodi"	"觉"	"【仏】菩提（ぼだい）"
"ŝanĝ"	"变"	"抜本的な変更 ／ 【理】可逆変化 ／ 【理】等温変化 ／ 【理】不可逆変化"
"vari"	"变"	"変動する,変化に富んだ;多様な,種々の ／ ［自］変動する,変化する;変異する,異なる;（材が）くるう,ひずみが出る ／ 変動幅,変化量;【動】【植】変種,=variaj^o"
"semajn"	"周"	"今週 ／ 【日】彼岸 ／ （la 〜）先週 ／ 週に数回"
"sent"	"感"	"美的感覚,審美眼 ／ 言語感覚 ／ 感情の ／ ［他］（体で）感じる,感じ取る,=sensi;（心で）感じる,（感情を）抱く"
"sens"	"感"	"感覚の ／ ［他］（五感で）感じる,知覚する ／ 【生】感覚（機能，五感の各々）,知覚;《般》感覚,センス"
"estez"	"感"	"［他］【医】麻酔をかける,麻痺（まひ）させる,>>narkoti ／ 無感覚状態,知覚麻痺;【医】麻酔;【病】無感覚症 ／ 全身麻酔 ／ 【医】局所麻酔"
"induk"	"感"	"【理】静電誘導 ／ ［他］【理】静電誘導する,磁気誘導する ／ 【理】静電誘導,磁気誘導 ／ 【理】磁気誘導"
"serĉ"	"寻"	"【情】全数探索 ／ ［他］捜す,捜索する,探す,探索する;求める,探し求める,追求する ／ 求職する,職をさがす ／ 捜索,探求,検索"
"klaft"	"寻"	"【史】両手を広げた長さの単位（約1.8〜2.1m）,尋（ひろ） ／ 【PIV】(tr (transitiva)) Mezuri per klaf"
"simpl"	"简"	"単純な,簡単な;単一の;単なる,ただの;簡素な,飾りけのない;純朴な,お人よ ／ 【植】単葉 ／ 【経】単利 ／ 【化】単体"
"konciz"	"简"	"簡潔な,簡明な ／ 簡潔な報告 ／ 簡潔に,手短に ／ 簡潔に言えば"
"lakon"	"简"	"【史】ラコニアの;《転》口数の少ない,簡潔な ／ 言葉少なに,簡潔に ／ 【史】ラコニア（古代ギリシア，スパルタを中心とする地方） ／ 【史】ラコニア人"
"sol"	"唯"	"唯一の,ただ一つの;ひとりきりの,単独の ／ 単独で,独力で;ただ,〜だけ ／ 【化】ゾル,>>koloido,>>g^elo ／ ただ一人,ただ一つ;【楽】ソロ,独奏,独唱"
"son"	"声"	"【理】可聴音 ／ 【声】継続音 ／ 【声】破擦音,=afrikato ／ 【理】基音"
"voĉ"	"声"	"ぶっきらぼうな声 ／ 神の声;すばらしい美声 ／ 澄んだ声,よく通る声 ／ 優しい声"
"foni"	"声"	"【PIV】= radiotelefonio."
"sun"	"阳"	"朝日,日の出 ／ 朝日 ／ 沈む夕日,入り日 ／ 夕日,入り日,落日"
"tabl"	"桌"	"サイドテーブル ／ 台所用テーブル（調理台または食卓） ／ がたついている机 ／ 手術台"
"tim"	"怕"	"恐怖の;不安の ／ ［他］恐れる,怖がる,おびえる;心配する,危惧する,=antau^timi ／ 恐れ,おびえ,恐怖;不安,心配,懸念,=antau^timo"
"tir"	"拉"	"［他］引き込む,引っ張り込む ／ ［他］引く,引っ張る,引き寄せる;引き出す,取り出す;引き伸ばす;引いて行く ／ 荷車を引いて行く ／ 結論を導き出す"
"kviet"	"静"	"静かな,おだやかな,おとなしい,>>trankvila ／ おとなしい人 ／ やわらかい光 ／ おだやかな海"
"statik"	"静"	"【理】静的な ／ 【理】静電気 ／ 【理】静止摩擦 ／ 【理】静圧"
"kvi"	"静"	"【動】【PIV】Estanta en kvieco."
"kalm"	"静"	"【PIV】Plene senmova aero: la karavelo t ／ 【PIV】(f (figurasence)) Trankvile senmo"
"trink"	"饮"	"［他］飲む,>>drinki ／ 【PIV】Ago de iu, kiu trinkas: de lia vi"
"drink"	"饮"	"［他］（酒を）飲む,>>trinki ／ ［他］底なしに（酒を）飲む"
"turn"	"转"	"［他］回す,回転させる;向ける;裏返す,めくる;《転》変える ／ 向きを変える,=turnig^i ／ 一回転;曲がり角 ／ 【PIV】Rilata al turno: turna povo de mo"
"ĝir"	"转"	"［他］【商】（手形などに）裏書する,=endosi;（金を）振替える;【車】 ／ 【商】裏書;振替"
"rivolu"	"转"	"【天】公転周期 ／ 【数】回転体 ／ 【機】回転面;【天】公転面 ／ ［自］一回転する;【天】公転する,>>rotacii"
"relajs"	"转"	"《誤》=>plusendi（中継する） ／ 【電】継電器,リレー;《誤》=>plusendilo（中継機）"
"invert"	"转"	"［他］【化】（糖を）転化させる;【楽】転回させる"
"urb"	"市"	"主要都市 ／ 市を壊滅させる ／ 都市を建設する ／ 城塞都市"
"bors"	"市"	"【経】株式市況 ／ 【経】（取引所の）相場表 ／ 【経】株式操作 ／ 株の予想"
"civit"	"市"	"市民の,公民の,国民の ／ 公民館 ／ 市民会館,=urba halo ／ 市民運動"
"bazar"	"市"	"市場（いちば）,市（いち）,マーケット,>>superbazaro ／ 闇市（やみいち）"
"merkat"	"市"	"金融市場 ／ 【経】抵当権市場,モーゲージ市場 ／ 【経】現物取引 ／ 【経】自由市場"
"uz"	"用"	"（専門用語に対して）一般的な用語 ／ 私的使用 ／ ［他］使う,用いる,使用する,利用する ／ 使用,利用;用途"
"aplik"	"用"	"【情】応用プログラム,アプリケーション ／ ［他］応用する,適用する;【理】（力を）作用させる ／ 応用,適用"
"varm"	"暖"	"【理】潜熱 ／ 【理】熱の仕事当量 ／ （二十四節気の）小暑（しょうしょ） ／ 【化】反応熱"
"vent"	"风"	"心地よい風 ／ そよ風 ／ 強い風,強風 ／ 逆風,向かい風"
"stil"	"风"	"【建】【芸】バロック様式 ／ 洗練された文体 ／ よどみない文体 ／ 【建】【芸】ゴシック様式"
"tajfun"	"风"	"［自］台風が吹く ／ 【気】台風"
"ventol"	"风"	"［他］換気する,風通しをよくする"
"ver"	"真"	"（la 〜）【仏】四聖諦（ししょうたい）,四諦 ／ 不都合な真実 ／ ありのままの真実 ／ 普遍的真理"
"vesper"	"晚"	"昨夕,昨晩,ゆうべ ／ 今晩 ／ 懇親の夕べ,懇親会 ／ （la 〜）【キ】大晦日の晩"
"vest"	"衣"	"（〜aj 〜oj）（軍服や僧服ではない）私服,平服 ／ 趣味のよい服 ／ 風変わりな衣服 ／ 喪服"
"vizaĝ"	"颜"	"優しい顔立ち ／ まじめくさった顔 ／ （ろうのように）青白い顔 ／ 顔の,顔面の;《転》正面の"
"farb"	"颜"	"［他］絵具を塗る,ペンキを塗る ／ 絵具,顔料,ペンキ"
"faci"	"颜"	"【解】【PIV】1 (facies) La antau^a parto de ／ 【PIV】Apartenanta al la facio: facia ar"
"vojaĝ"	"旅"	"海外旅行,外国旅行 ／ 団体旅行 ／ 長期旅行,長旅 ／ 商用旅行,出張,=afervojag^o"
"turist"	"旅"	"観光客,旅行客,ツーリスト"
"brigad"	"旅"	"【軍】旅団;（軍隊式に編成された）団,隊,組 ／ 【史】国際旅団"
"fru"	"早"	"早い;初期の ／ 初秋 ／ 《古》【病】早発痴呆（ちほう）,=skizofrenio（統合失調症） ／ 幼年期"
"aer"	"气"	"空気の,大気の;空の,空中の,航空の;《転》空虚な,実体のない ／ 航空自衛隊 ／ 【環】大気汚染 ／ 【環】大気汚染物質"
"gas"	"气"	"【環】排気ガス ／ 【環】温室効果ガス ／ 【環】温室効果ガス ／ ガス状の;気体の"
"odor"	"气"	"強いにおい ／ 死臭 ／ においのある ／ 【植】ニオイスミレ（匂菫）（種）"
"veter"	"气"	"好天,晴天 ／ 異常な天候 ／ 寒天 ／ どんよりした天候"
"aĝ"	"岁"	"年齢の;年をとった,>>maljuna ／ ［自］（〜歳の）年齢である ／ 年齢,歳 ／ 成年,壮年"
"agrabl"	"快"	"快い,心地よい,気持ちのよい ／ 快い眠り,快眠 ／ 心地よい音楽 ／ 愉快に,快く,気持ちよく"
"alegr"	"快"	"【楽】（速度標語）速く,快速に ／ 【楽】アレグロ（曲）"
"akcept"	"受"	"［他］受入れる,受理する;迎え入れる;容認する ／ 受入れ,受理;応接,応対;容認 ／ つっけんどんな応対 ／ 冷ややかなもてなし"
"amas"	"堆"	"大量の ／ 大量消費 ／ 大量解雇 ／ 大量死"
"atent"	"注"	"注意深い ／ 注意深く,気を付けて ／ ［他］気づく,留意する ／ 注目"
"injekt"	"注"	"【医】皮内注射 ／ ［他］【医】注射する;【機】注入する ／ 【医】注射;【機】注入"
"glos"	"注"	"［他］（語を）注釈する ／ 語の注釈"
"skoli"	"注"	"【PIV】Marg^ena klariga noto, speciale d"
"aŭtun"	"秋"	"秋の ／ 【天】秋分 ／ （二十四節気の）秋分 ／ 【植】イヌサフラン"
"best"	"兽"	"動物の,獣のような ／ 【料】動物性マーガリン ／ （人間を除く）動物,獣,>>animalo ／ 草食動物"
"zo"	"兽"	"［文字名］ゾー（文字Z，zの名称） ／ ［略］=zoologia g^ardeno ／ 【PIV】Grekdevena virina nomo (traduko d"
"animal"	"兽"	"水生動物 ／ 肉食療法 ／ 【動】動物界 ／ 動物,><vegetalo"
"teri"	"兽"	"【動】【PIV】Subklaso (Theria) de mamuloj a"
"besti"	"兽"	"【PIV】1 Sovag^besto. 2 Sovag^instinkta  ／ 【PIV】Rilata al bestio: bestiaj g^uoj, "
"blu"	"蓝"	"青い ／ 【地名】ブルー山脈（米国） ／ 青綬（せいじゅ）（ブルボン王朝の最高勲章をさげる） ／ 【鳥】オナガ（尾長）（種）"
"indig"	"蓝"	"藍色の ／ 【化】インジゴ（染料）,藍（あい）,>>indigoplanto,>>ind"
"lazur"	"蓝"	"青い,紺青の,紺碧の,るり色の ／ （空・海の）青,紺青,紺碧,るり色;（雲一つない）青空,碧空"
"vajd"	"蓝"	"【植】【PIV】1 Tinktura izatido. 2 Blua kol ／ 【PIV】Samkolora kiel vajdo 2."
"hel"	"亮"	"明るい,晴れやかな,>>luma,>>brila;（色が）明るい,薄い,>> ／ 明るい部屋 ／ 澄みきった空 ／ 明色"
"bril"	"亮"	"輝かしい ／ ［自］輝く,光る ／ 輝き,光 ／ （二十四節気の）清明（せいめい）"
"leu^cin"	"亮"	"【化】【PIV】Aminacido, CH 3-CH 2-CH(CH 3)-"
"cel"	"标"	"【哲】目的因,><efika kau^zo ／ 〜を目指して ／ ［他］ねらう,目ざす ／ 目的,目標"
"mark"	"标"	"１０枚綴りの切手シート ／ ［他］印をつける ／ しるし（印）,標識,マーク,目印;コイン,チップ;【商】商標,ブランド;【運 ／ 【貨】マルク（ドイツ）,=100 pfenigoj"
"etiked"	"标"	"［他］ラベルを貼る,荷札をつける ／ ラベル,レッテル,荷札"
"brisur"	"标"	"【PIV】Distinga marko, aldonita al iu bl"
"dent"	"齿"	"歯の;歯のついた ／ 【解】歯槽 ／ 【解】歯頸（しけい） ／ 【植】鋸歯状葉（きょしじょうよう）,縁のぎざぎざした葉"
"dental"	"齿"	"【声】歯音（しおん）,=dentosono"
"dik"	"厚"	"厚い;太い;太った ／ 親指 ／ 【解】大腸 ／ 太字"
"direkt"	"方"	"方向の ／ 【数】方向角,>>azimuto ／ 〜の方へ,〜に向かって ／ ［他］向ける;操縦する;指揮する,指導する;管理する"
"kub"	"方"	"キューバの ／ 立方体の,立方形の;立方の ／ 【理】体膨張 ／ 【数】三次方程式"
"recept"	"方"	"［他］【医】処方する,=preskribi ／ 【料】レシピ;【医】処方箋"
"divers"	"杂"	"いろいろな,さまざまな,多種多様な ／ さまざまに ／ ［自］さまざまである"
"hibrid"	"杂"	"雑種の;《転》混成の ／ ハイブリッド車 ／ 【生】雑種"
"dolor"	"痛"	"痛い,痛ましい ／ 悲痛な叫び ／ 痛む傷 ／ ［他］（体の部分が）痛む;痛みを感じさせる,苦痛を与える"
"algi"	"痛"	"【医】【PIV】Doloro (suf-e (sufikse) uzata)"
"dub"	"疑"	"【法】「疑わしきは罰せず」の原則 ／ 疑わしい,疑問の;あいまいな ／ 疑わしい場合 ／ あいまいな意味"
"elekt"	"选"	"選考委員会;選挙管理委員会,=balotkomisiono ／ ［他］選ぶ,選択する,選定する,>>kribri;選挙する,>>baloti ／ 選択,選定;選挙 ／ 総選挙"
"selekt"	"选"	"［他］【生】選択する,淘汰する;【通】分離する;>>elekti"
"erar"	"错"	"ささいな誤り ／ 誤った,間違った ／ 誤算 ／ ［自］誤る,間違う;道に迷う"
"esper"	"望"	"希望の ／ ［自・他］希望する,期待する,>>deziri,>>atendi ／ 希望,期待 ／ むなしい期待"
"fiŝ"	"鱼"	"【天】みなみのうお座 ／ ［他］魚を捕る,漁をする ／ 魚 ／ 【動】魚類"
"ezok"	"鱼"	"【魚】カワカマス"
"gobi"	"鱼"	"【魚】タイリクスナモグリ（属）,川ハゼ（通称，コイ科の淡水魚） ／ 【地名】ゴビ砂漠（中央アジア）"
"angil"	"鱼"	"【魚】ウナギ（鰻） ／ 【PIV】Insulo, sub brita regado, en N Ma"
"haring"	"鱼"	"【料】燻製ニシン ／ 【料】数の子 ／ 【魚】タイセイヨウニシン （大西洋鰊）（種）;《般》ニシン（鰊） ／ 【料】ニシンのマリネ,酢漬けニシン"
"gad"	"鱼"	"【魚】タラ（属）,>>moruo;【料】干し鱈（だら） ／ 【聖】【PIV】1 Sekigita, nesalita moruo, eg"
"bram"	"鱼"	"【魚】ブリーム（コイ科の淡水魚） ／ 【海】トゲルンマスト ／ 【宗】=Brahmo（ブラフマン）;=Brahmao（ブラフマー）"
"perk"	"鱼"	"【魚】ペルカ（属）,パーチ（スズキ科の食用淡水魚）"
"sole"	"鱼"	"【魚】シタビラメ（舌鮃）（の類） ／ 【解】ヒラメ筋"
"salm"	"鱼"	"【魚】タイセイヨウサケ（大西洋鮭）（属）;《般》サケ（鮭）（類の総称）"
"moru"	"鱼"	"【魚】タイセイヨウマダラ（大西洋真鱈）（種）,タラ（鱈）,>>gado"
"tinus"	"鱼"	"【魚】ビンナガ（マグロ）（種） ／ 【魚】キハダ（マグロ）（種） ／ 【魚】メバチ（マグロ）（種） ／ 【魚】クロマグロ（黒鮪）（の類）;（特に）タイセイヨウクロマグロ（大西洋黒鮪"
"klupe"	"鱼"	"【魚】ニシン（属）"
"mugil"	"鱼"	"【魚】ボラ（鯔）（科の総称）"
"silur"	"鱼"	"【魚】ヨーロッパナマズ（属）;《般》ナマズ（鯰）（目の総称）,=katfis"
"anc^ov"	"鱼"	"【料】（缶詰の）油漬けのイワシ,アンチョビー,>>sardelo;【魚】カタ"
"skombr"	"鱼"	"【魚】サバ（鯖）（属）"
"salmon"	"鱼"	"【動】【PIV】G. (Genro) (Salmo) de fis^oj e"
"kalmar"	"鱼"	"【動】【PIV】Kn (Kolektiva nomo) de pluraj "
"miksin"	"鱼"	"【動】【PIV】G. (Genro) (Myxine) de maraj s"
"flor"	"花"	"めずらしい花 ／ 花の;花のような ／ 【植】花式図 ／ ［自］花が咲く,開花する;《転》花開く,栄える"
"irid"	"花"	"【植】アヤメ（属、カキツバタ・ハナショウブを含む）,アイリス;アヤメ（種、_ ／ 【植】ハナショウブ（_Iris ensata_） ／ 【植】カキツバタ（_Iris laevigata_）"
"gerani"	"花"	"【植】フウロソウ（属）;【園】=>pelargonio（ゼラニウム）"
"forges"	"忘"	"［他］忘れる,失念する;なおざりにする,おろそかにする ／ 忘却"
"amnezi"	"忘"	"【病】健忘症"
"fremd"	"异"	"異国の,他国の;見知らぬ,見慣れない;無縁の,よそ事の ／ 他人の歯 ／ よそ者,他人 ／ 異物"
"pagan"	"异"	"【宗】（キリスト教から見て）異教の,異教徒の ／ 【宗】（キリスト教から見た）異教徒;（古代ローマの）多神教徒,>>alire"
"ekzot"	"异"	"異国産の,異国風の"
"gaj"	"欢"	"陽気な,快活な,愉快な,にぎやかな,浮き浮きした ／ 陽気な人 ／ 上機嫌 ／ 楽しい歌"
"ĝarden"	"园"	"植物園,=plantog^ardeno ／ 庭園の ／ 【植】キク（種）,イエギク（栽培菊） ／ 栽培植物,園芸植物,><sovag^a planto"
"park"	"园"	"国立公園 ／ ［他］【車】駐車させる ／ 公園;大庭園;狩猟園;集積所,置き場;【軍】廠（しょう）;【車】駐車場 ／ 《古》=Parco（運命の女神）"
"gazet"	"报"	"日刊紙,=j^urnalo ／ 隔月刊の雑誌 ／ 隔週刊の雑誌 ／ 専門雑誌"
"raport"	"报"	"最終報告,>>provizora raporto ／ 詳報 ／ 事実を曲げない報告 ／ 中傷に満ちた報告"
"bulten"	"报"	"会報,紀要,（定期）報告書 ／ 【気】気象通報 ／ 【気】気象通報"
"depes^"	"报"	"［他］至急報で知らせる ／ 至急報,急送公文書,>>telegramo"
"refer"	"报"	"［自］研究報告をする,>>raporti"
"riport"	"报"	"【PIV】= raporti 5."
"glas"	"杯"	"コップ,グラス ／ （グラスを打ち合わせて）乾杯する"
"tas"	"杯"	"茶碗,カップ,湯のみ"
"pokal"	"杯"	"（広口で脚つきの）杯（さかずき）,シャンペングラス;トロフィーカップ,優勝杯 ／ 【天】コップ座"
"kalik"	"杯"	"（脚のついた広口の）杯;【カ】聖杯;【植】がく（萼）;【解】杯状器官"
"ĝust"	"正"	"正しい;適切な;ぴったりの ／ 適切な表現 ／ 狂いのない時計 ／ 正しい道"
"normal"	"正"	"正常な,正規の,普通の,標準的な;【数】垂直の;【統】正規の ／ 【医】正常分娩 ／ 【統】正規分布 ／ 【理】垂直抗力"
"anal"	"史"	"【史】【PIV】Rakonto de historiaj faktoj, s"
"hund"	"犬"	"忠犬 ／ 狂暴な犬 ／ 【天】おおいぬ座 ／ 犬の;《転》みじめな"
"dog"	"犬"	"【動】マスチフ;《転》大型の番犬,>>buldogo ／ 【PIV】Grupo de hundrasoj, al kiu aparte"
"ide"	"意"	"抽象的な観念 ／ 固定観念 ／ 観念の,観念的な ／ 観念;考え,思想;思いつき,アイデア;【哲】イデア;【楽】楽想"
"senc"	"意"	"あいまいな意味 ／ 専門語義,><komunuza senco ／ 【Ｇ】転義,比喩的意味,>>propra senco ／ 【理】逆方向"
"signif"	"意"	"意味のある,有意義な;重大な,かなりの ／ 意味ありげに;有意義に;おおいに ／ ［他］意味する,表す;等価である;〜の現れである,〜の兆しである;意味がある ／ 意味,意義,語義;価値,重要性"
"intenc"	"意"	"故意の,たくらんだ,意図的な ／ 意図的な失敗 ／ 意図的に,わざと,故意に ／ ［他］意図する,もくろむ,企てる,〜するつもりである"
"kalkul"	"算"	"正確な計算 ／ ［他］数に入れる,含む,>>inkludi ／ 誤算 ／ 微積分学"
"komput"	"算"	"［他］【機】算定する,計量する;【情】（コンピュータで）演算する,処理する ／ 【PIV】Rilata al komputado: komputa sist ／ 【PIV】1 Ago de komputanto au^ komputilo"
"budĝet"	"算"	"=>bug^eto（予算）"
"kapt"	"捕"	"［他］わなにかける ／ ［他］つかまえる,捕らえる;つかむ,把握する;とりこにする ／ 捕獲;【写】ショット"
"kar"	"亲"	"親愛な,いとしい;大切な;高価な,（値段が）高い ／ 【地名】カラ海（ロシア北方） ／ 高価に,（値段が）高く;いとしく,大事に ／ 値段が高い"
"intim"	"亲"	"親密な,親しい,内輪の;私的な,内に秘めた,心の中の ／ （〜aj 〜oj）私事 ／ 親友 ／ うちとけた会話"
"parenc"	"亲"	"親族の,血縁の;同族の,同類の ／ 親類,親族,親戚（しんせき）（個人） ／ 母方の親類 ／ 父方の親類"
"kaŝ"	"藏"	"こっそり,秘密裡に ／ ［他］隠す,覆い隠す;秘密にする,秘める ／ 【PIV】Tia, kian ne povas trafi ies okul ／ 【PIV】Ago kas^i: vi scios la tutan vero"
"kat"	"猫"	"（ペットとして）猫を飼い始める ／ イエネコ（家猫） ／ 猫の,猫のような ／ 【動】ネコ（猫）"
"koler"	"怒"	"怒りの,立腹した,怒っている ／ 怒って,腹を立てて ／ ［自・他］怒っている,腹を立てている ／ 怒り,癇癪（かんしゃく）"
"komerc"	"商"	"輸入貿易 ／ 通商,貿易 ／ 公正貿易,フェアトレード ／ 商業的な"
"firma"	"商"	"【商】商会,商社,=firmo ／ 下請け会社"
"gvid"	"导"	"指導の;指導的な ／ 指導原理 ／ 指導的役割 ／ 導きの星"
"konduk"	"导"	"入門講座 ／ ［他］導き入れる,招き入れる;《転》導入する,取り入れる ／ 序論,入門,導入 ／ 導きの糸"
"laŭd"	"赞"	"［他］ほめる,たたえる,称賛する ／ 称賛,賛辞 ／ 称賛に値する ／ 称賛を受ける"
"ovaci"	"赞"	"［他］大喝采する,熱烈に歓迎する ／ 大喝采（かっさい）,熱烈な歓迎;【史】（古代ローマの）略式の凱旋（がいせん）"
"korp"	"体"	"【解】（ニューロンの）細胞体 ／ 【解】（卵巣の）黄体 ／ 異物 ／ 気体"
"fart"	"体"	"［自］〜の健康状態である ／ 健康状態 ／ ［間］お元気で！"
"sport"	"体"	"【運】水上競技 ／ 国技;国民的スポーツ ／ スポーツの ／ スポーツ,運動競技"
"som"	"体"	"【生】【PIV】Neplastida organeto (en kunmet"
